step,klcoef,lr,rollout_time,horizon,speed,speed_rl,speed_rl_std,speed_human,inflow,outflow,inflow_hourly,outflow_hourly,collisions,collisions_human,fuel,backlog_step,n_total_veh_step,flow_horizontal,flow_vertical,global_reward_mean,reward_mean,value_mean,ret_mean,adv_mean,explained_variance,rollout_end_time,policy_loss,kl,entropy,value_loss,gd_time,total_time
81,8.27026e-26,0.001,15.2841,2000,2.54727,2.52908,3.28565,2.56568,606.25,547.625,2182.5,1971.45,30.4375,15.125,1.38454e+06,70.7608,116.423,700,700,0.197719,0.000439487,-0.00126798,0.159437,0.160695,0.127773,0.055078,-0.159903,9.67284e-11,0.254464,1.72883,0.463804,
82,4.13513e-26,0.001,15.1796,2000,2.60649,2.58621,3.30998,2.62706,615.25,552.312,2214.9,1988.32,35.5625,16.75,1.35894e+06,63.9795,109.157,700,700,0.18725,-0.00061758,-0.00840715,0.112726,0.121107,0.109113,0.0530214,-0.119732,3.4884e-11,0.25132,2.00179,0.495667,
83,2.06757e-26,0.001,15.2557,2000,2.50048,2.48193,3.23501,2.51932,597.562,534.75,2151.22,1925.1,33.625,16.625,1.36291e+06,70.1204,115.957,700,700,0.183312,-0.000990924,-0.0171917,0.0400816,0.0572931,0.108428,0.0533067,-0.0487061,8.53973e-11,0.23182,1.99853,0.511965,
84,1.03378e-26,0.001,14.0332,2000,2.73537,2.71309,3.37592,2.75793,632.062,572.5,2275.43,2061,32.9375,15.8125,1.36764e+06,59.3718,103.905,700,700,0.203906,0.00155463,0.000448126,0.245158,0.244705,0.11201,0.0510285,-0.243501,-2.7145e-11,0.232087,1.7939,0.403524,
85,5.16891e-27,0.001,14.974,2000,2.39311,2.37888,3.10936,2.40756,565,505.938,2034,1821.38,30.5,16.25,1.40279e+06,91.1402,137.02,700,700,0.176719,-0.00126646,-0.0238438,-0.0156538,0.0081886,0.105575,0.045016,0.0247675,-1.53881e-10,0.21779,1.89343,0.475968,
86,2.58446e-27,0.001,15.4756,2000,2.68665,2.6683,3.35088,2.70525,627.938,569.375,2260.57,2049.75,32.6875,16.875,1.40846e+06,63.3397,108.371,700,700,0.202969,0.00145647,0.00100177,0.244352,0.243344,0.124556,0.0408245,-0.24204,-7.24065e-11,0.2218,1.68339,0.269808,
87,1.29223e-27,0.001,16.3531,2000,2.57948,2.56435,3.29867,2.59478,613.812,552.188,2209.73,1987.88,33.5625,16.875,1.36441e+06,67.5505,113.121,700,700,0.192187,-4.30157e-05,-0.00267438,0.159951,0.162632,0.124435,0.0435105,-0.162509,8.83124e-11,0.221155,1.75687,0.327372,
88,6.46114e-28,0.001,16.5152,2000,2.63128,2.6148,3.31417,2.648,620.75,558.375,2234.7,2010.15,34.875,18.5,1.3815e+06,64.2001,109.438,700,700,0.192,0.000240834,0.0151485,0.165828,0.150675,0.122647,0.0448657,-0.148595,1.50973e-10,0.221332,1.79605,0.327585,
89,3.23057e-28,0.001,16.5125,2000,2.62121,2.60487,3.31189,2.63776,621,556.25,2235.6,2002.5,37.375,19.1875,1.37706e+06,65.3561,110.686,700,700,0.184688,-0.000608653,0.0287318,0.128448,0.0997,0.122622,0.0426087,-0.0982519,3.89039e-11,0.223745,1.91797,0.326105,
90,1.61529e-28,0.001,16.5011,2000,2.52225,2.50251,3.25715,2.54228,598.125,535.25,2153.25,1926.9,34.9375,17.4375,1.3753e+06,69.181,114.713,700,700,0.180281,-0.00113976,0.0393782,0.032682,-0.00670722,0.11775,0.0433952,0.0181537,9.09181e-11,0.222833,2.0607,0.344595,
91,8.07643e-29,0.001,16.5001,2000,2.72528,2.70439,3.36434,2.74644,633,571.375,2278.8,2056.95,34.5,16.8125,1.36769e+06,58.9195,103.528,700,700,0.199437,0.00114441,0.069116,0.215624,0.146503,0.118744,0.0459035,-0.142764,-1.31939e-10,0.232553,1.88516,0.354479,
92,4.03821e-29,0.001,16.3373,2000,2.67088,2.65755,3.34392,2.68442,627.438,565.938,2258.77,2037.38,32.5,18.3125,1.34161e+06,61.8935,106.937,700,700,0.201719,0.00153616,0.0790042,0.257214,0.178197,0.139354,0.0584473,-0.179143,5.97371e-11,0.234245,1.5725,0.56737,
93,2.01911e-29,0.001,15.2531,2000,2.72385,2.70297,3.36066,2.74501,634.5,574.688,2284.2,2068.88,33,16.0625,1.38989e+06,59.4829,104.343,700,700,0.204844,0.00147426,0.102681,0.24864,0.145956,0.114382,0.0590369,-0.145271,-5.99502e-11,0.238449,1.79997,0.43118,
94,1.00955e-29,0.001,15.6907,2000,2.3593,2.33973,3.12131,2.37922,563,506.25,2026.8,1822.5,29.8125,14.625,1.39784e+06,89.6221,135.893,700,700,0.178594,-0.00163834,0.0925317,-0.0376815,-0.130208,0.125793,0.0416014,0.150914,-3.39024e-11,0.249822,1.95399,0.217788,
95,5.04777e-30,0.001,15.7202,2000,2.6041,2.5836,3.29084,2.62488,612.75,552,2205.9,1987.2,32.5,16,1.37707e+06,68.8244,114.069,700,700,0.19475,0.000361313,0.122463,0.143531,0.0210554,0.12003,0.0413524,-0.0133124,2.53064e-10,0.254482,1.85895,0.516531,
96,2.52388e-30,0.001,14.8891,2000,2.61765,2.59329,3.30994,2.64231,615.625,556.75,2216.25,2004.3,32.4375,14.8125,1.40492e+06,65.3575,110.591,700,700,0.197281,0.000343569,0.135067,0.159281,0.0242158,0.115723,0.0524629,-0.0201847,2.05923e-10,0.253639,1.88038,0.458246,
97,1.26194e-30,0.001,14.6215,2000,2.47281,2.45271,3.22985,2.49326,578.312,521.25,2081.93,1876.5,29.75,15.125,1.41777e+06,77.4149,122.684,700,700,0.18625,-0.000362473,0.139832,0.0577279,-0.0821068,0.129236,0.0473012,0.102121,4.37773e-10,0.251537,1.85719,0.377694,
98,6.30971e-31,0.001,15.6179,2000,2.55875,2.54211,3.18816,2.57563,597.125,535.312,2149.65,1927.12,32.9375,17.125,1.36187e+06,78.4334,123.669,700,700,0.185312,-0.000232158,0.146457,0.0940479,-0.052416,0.0409769,0.0430206,0.0778906,-1.45817e-10,0.257842,1.86405,0.369652,
99,3.15486e-31,0.001,13.8787,2000,2.57589,2.55524,3.2881,2.59683,612.5,551.25,2205,1984.5,33.875,16.625,1.34114e+06,67.4167,112.967,700,700,0.190937,-0.000275306,0.148195,0.129792,-0.0184068,0.121315,0.052972,0.0193846,-7.34072e-11,0.262049,1.84762,0.38026,
100,1.57743e-31,0.001,14.6254,2000,2.57056,2.54544,3.24657,2.59606,599.812,537.312,2159.32,1934.32,34.125,16.1875,1.36123e+06,71.3995,116.343,700,700,0.183344,-0.000735503,0.145878,0.0496313,-0.0962489,0.115729,0.051764,0.113651,1.98561e-10,0.260537,2.03352,0.403404,
101,7.88714e-32,0.001,13.6792,2000,2.66587,2.64219,3.31207,2.68992,630.062,570.438,2268.23,2053.57,32.5,15.75,1.38608e+06,65.4689,110.883,700,700,0.203969,0.00109654,0.1447,0.220136,0.0754304,0.124133,0.0528917,-0.0744582,-1.74099e-11,0.258685,1.72964,0.442832,
102,3.94357e-32,0.001,13.8534,2000,2.50064,2.47711,3.26069,2.52461,591.938,535.625,2130.98,1928.25,28.25,13.625,1.38843e+06,71.3325,116.96,700,700,0.197187,0.000350991,0.134345,0.127967,-0.00638073,0.132221,0.052029,0.0143662,-1.46645e-10,0.250542,1.69578,0.412214,
103,1.97178e-32,0.001,14.6883,2000,2.69438,2.67741,3.34008,2.71161,631.438,570.062,2273.17,2052.22,33.375,17.625,1.38887e+06,60.5174,105.533,700,700,0.201594,0.00131773,0.139342,0.243642,0.104293,0.132101,0.0574977,-0.103231,-2.88543e-11,0.259211,1.62052,0.438336,
104,9.85892e-33,0.001,15.7002,2000,2.71237,2.68608,3.35151,2.73906,632.5,571.375,2277,2056.95,35.0625,16.75,1.40185e+06,60.1278,104.906,700,700,0.198031,0.000629421,0.138297,0.195187,0.056885,0.121304,0.0421621,-0.058563,1.5037e-11,0.269861,1.87375,0.424697,
105,4.92946e-33,0.001,15.2829,2000,2.45743,2.43849,3.23309,2.47666,586.5,531.062,2111.4,1911.83,26.5625,13.4375,1.3569e+06,74.5308,120.495,700,700,0.199125,0.000548812,0.117123,0.143959,0.0268175,0.157127,0.0521042,-0.0171975,1.53423e-10,0.269293,1.5573,0.49225,
106,2.46473e-33,0.001,14.4975,2000,2.60316,2.58079,3.29554,2.62589,612.938,553,2206.57,1990.8,32.6875,16.1875,1.39411e+06,66.5903,111.851,700,700,0.194781,0.000227496,0.125862,0.162645,0.0367747,0.127782,0.0408266,-0.0343022,1.67734e-10,0.283639,1.74371,0.0935662,
107,1.23237e-33,0.001,13.8602,2000,2.66848,2.64402,3.32613,2.69329,626.75,564.188,2256.3,2031.07,34.6875,17,1.36436e+06,64.0198,108.993,700,700,0.195375,0.000355979,0.130891,0.190502,0.0596134,0.124019,0.0296557,-0.0592049,1.96757e-10,0.294205,1.79899,0.362593,
108,6.16183e-34,0.001,15.4752,2000,2.4876,2.46564,3.23154,2.50989,590,529.875,2124,1907.55,30.9375,15.0625,1.36761e+06,74.9342,120.582,700,700,0.187594,-0.000610126,0.113209,0.0720246,-0.0411976,0.141867,0.0529707,0.0517459,6.85276e-11,0.310413,1.83427,0.511882,
109,3.08091e-34,0.001,14.5395,2000,2.17554,2.15825,3.04512,2.19317,528.062,472.438,1901.03,1700.78,26.4375,12.875,1.39526e+06,97.6642,144.411,700,700,0.170125,-0.00263545,0.0882701,-0.14865,-0.236942,0.138457,0.0508084,0.257372,2.73625e-10,0.314239,1.96423,0.452998,
110,1.54046e-34,0.001,13.8552,2000,2.58027,2.55396,3.27352,2.60699,612.062,553.75,2203.43,1993.5,32.0625,15.25,1.4082e+06,70.368,115.959,700,700,0.196719,0.000215691,0.105392,0.173834,0.0684353,0.133852,0.0480113,-0.067422,1.25909e-10,0.323525,1.67087,0.531483,
111,7.70228e-35,0.001,14.5861,2000,2.50693,2.48646,3.24979,2.52777,595.25,538.188,2142.9,1937.47,28.8125,15.1875,1.38522e+06,75.0588,120.672,700,700,0.197063,0.000564097,0.089248,0.164189,0.0749189,0.15166,0.0628395,-0.0713385,1.68133e-11,0.335709,1.51592,0.423881,
112,3.85114e-35,0.001,14.9455,2000,2.44932,2.4207,3.2132,2.47868,577.375,520.625,2078.55,1874.25,27.3125,13.5625,1.38051e+06,78.5371,123.919,700,700,0.192031,1.58108e-05,0.0832631,0.0979925,0.0147063,0.142175,0.0460789,0.000349095,-9.53611e-11,0.35365,1.66259,0.487412,
113,1.92557e-35,0.001,14.3341,2000,2.7079,2.68084,3.33833,2.73552,627,569.875,2257.2,2051.55,31.625,16.3125,1.42819e+06,62.5847,107.194,700,700,0.205875,0.00177941,0.0946369,0.260404,0.165751,0.140318,0.0439407,-0.166449,2.64955e-11,0.36978,1.63877,0.45901,
114,9.62785e-36,0.001,13.8346,2000,2.66643,2.63927,3.31763,2.69416,621.625,564.5,2237.85,2032.2,29.9375,15.375,1.38897e+06,65.9065,110.795,700,700,0.207406,0.00177246,0.088605,0.276806,0.188189,0.142204,0.0407283,-0.187493,2.1709e-10,0.373111,1.50741,0.407005,
115,4.81393e-36,0.001,13.9511,2000,2.47427,2.45222,3.23706,2.49689,584.625,530.188,2104.65,1908.67,26,14.8125,1.40306e+06,75.4488,121.001,700,700,0.200094,0.0010339,0.0798928,0.158073,0.0781563,0.16224,0.0484189,-0.0662897,-2.34846e-10,0.371557,1.4965,0.38115,
116,2.40696e-36,0.001,14.4219,2000,2.5249,2.49676,3.23909,2.55382,589.438,535.562,2121.98,1928.03,27.5,13.125,1.43107e+06,78.5392,123.715,700,700,0.199031,0.000636577,0.0845913,0.151048,0.066459,0.157245,0.0476036,-0.061869,1.80192e-10,0.390149,1.64876,0.552818,
117,1.20348e-36,0.001,14.196,2000,2.54509,2.52289,3.24788,2.56779,593.875,538.312,2137.95,1937.92,27.9375,15,1.39586e+06,76.2372,121.364,700,700,0.199313,0.00104525,0.0946765,0.177148,0.082455,0.156176,0.0505063,-0.0714161,1.60368e-10,0.386764,1.54166,0.192625,
118,6.01741e-37,0.001,14.0429,2000,2.62591,2.60058,3.30062,2.65175,615.375,557.188,2215.35,2005.88,30.25,15.75,1.38008e+06,67.6537,112.618,700,700,0.202969,0.00120748,0.110435,0.245538,0.135087,0.150138,0.0458302,-0.135782,9.74785e-11,0.380423,1.49986,0.455212,
119,3.0087e-37,0.001,13.9979,2000,2.56658,2.54134,3.26609,2.59242,597.25,536.938,2150.1,1932.97,32.75,17.625,1.4033e+06,74.2275,119.073,700,700,0.186594,-0.000167309,0.123466,0.116241,-0.00722613,0.142035,0.0549915,0.0213966,-1.66921e-10,0.392007,1.71105,0.517817,
120,1.5e-37,0.001,13.8984,2000,2.43329,2.41022,3.09013,2.45684,572.688,512.188,2061.68,1843.88,32.875,17.4375,1.40033e+06,87.2223,132.823,700,700,0.173906,-0.00212695,0.11936,-0.00829032,-0.127673,0.060864,0.0502093,0.156884,-3.71233e-10,0.366542,2.45159,0.456442,
121,7.5e-38,0.001,14.0091,2000,2.66038,2.62625,3.32021,2.69524,619.625,560.875,2230.65,2019.15,32.875,15.25,1.41148e+06,66.8734,111.651,700,700,0.19825,0.00175113,0.137748,0.253166,0.115398,0.115618,0.0516952,-0.114765,-2.5063e-11,0.359045,1.76393,0.392483,
122,3.75e-38,0.001,13.8654,2000,2.67282,2.64646,3.32875,2.69971,623.25,564.688,2243.7,2032.88,32.875,16.6875,1.42313e+06,64.6236,109.448,700,700,0.200156,0.00136562,0.14204,0.246858,0.104806,0.13159,0.0478635,-0.104849,1.12491e-11,0.351024,1.74293,0.310693,
123,1.875e-38,0.001,13.5808,2000,2.57484,2.55227,3.27837,2.59791,602.75,544.125,2169.9,1958.85,30.875,15.8125,1.39935e+06,72.8037,117.881,700,700,0.194875,0.000589685,0.138099,0.162916,0.0248156,0.140427,0.0477859,-0.0183597,1.66271e-10,0.335126,1.80387,0.381302,
124,9.375e-39,0.001,13.7069,2000,2.49198,2.46382,3.24557,2.52058,586.375,525.938,2110.95,1893.38,32.3125,14.4375,1.39845e+06,72.8843,118.14,700,700,0.182188,-0.0012651,0.138387,0.0391211,-0.0992756,0.122341,0.0491511,0.108594,4.45892e-10,0.31142,2.08346,0.389806,
125,4.6875e-39,0.001,13.4811,2000,2.64209,2.61912,3.3157,2.66546,621.25,563.438,2236.5,2028.38,30.25,15.4375,1.37659e+06,65.947,111.128,700,700,0.206094,0.0016501,0.152235,0.263299,0.111077,0.146091,0.040804,-0.111363,-1.47601e-10,0.306847,1.59573,0.348721,
126,2.34375e-39,0.001,13.8256,2000,2.68426,2.66247,3.33969,2.70639,625.75,566.875,2252.7,2040.75,31.9375,15.6875,1.3854e+06,65.247,110.092,700,700,0.203594,0.0012829,0.160277,0.240173,0.0798837,0.148851,0.0387007,-0.0798758,2.86555e-11,0.290512,1.72408,0.489164,
127,1.17187e-39,0.001,13.8982,2000,2.60599,2.57871,3.29782,2.63385,614.5,553.062,2212.2,1991.03,33.625,16.5,1.38197e+06,65.7323,110.944,700,700,0.192469,-0.00027629,0.158339,0.143305,-0.015034,0.132768,0.0401642,0.0190958,2.42027e-11,0.269645,1.88965,0.494118,
128,5.85937e-40,0.001,13.8873,2000,2.68521,2.66634,3.33438,2.70436,630.5,569.688,2269.8,2050.88,33.5625,17.4375,1.38002e+06,64.1897,109.292,700,700,0.200937,0.000931986,0.170288,0.233693,0.0634021,0.131908,0.0410562,-0.0621663,-1.06563e-10,0.258029,1.75564,0.462675,
129,2.92969e-40,0.001,13.9515,2000,2.37613,2.35901,3.1227,2.39354,559.75,499.938,2015.1,1799.78,30.625,15.8125,1.40041e+06,85.8741,131.575,700,700,0.173406,-0.00190125,0.140558,-0.0662398,-0.206821,0.109702,0.0402642,0.237986,-1.27382e-09,0.275662,2.08867,0.439582,
130,1.46484e-40,0.001,14.0124,2000,2.62995,2.60781,3.30353,2.65239,622.938,565.062,2242.57,2034.22,32.375,15.5625,1.38814e+06,66.9332,112.504,700,700,0.201594,0.000688014,0.15856,0.21144,0.0528717,0.129332,0.041936,-0.0507835,2.84907e-11,0.245073,1.77362,0.412008,
131,7.32422e-41,0.001,14.0539,2000,2.42999,2.41234,3.18258,2.44791,574.5,513.625,2068.2,1849.05,31.9375,15.8125,1.35296e+06,82.7605,128.379,700,700,0.176969,-0.00163824,0.130034,-0.0200987,-0.150135,0.128998,0.0415347,0.167198,2.42091e-10,0.264166,2.08082,0.360658,
132,3.66211e-41,0.001,14.1565,2000,2.26428,2.24654,3.04993,2.28238,543.188,484,1955.47,1742.4,28.6875,14.1875,1.36467e+06,93.8233,140.179,700,700,0.170281,-0.00224048,0.0999709,-0.105917,-0.205911,0.085323,0.0408482,0.23187,-2.71112e-10,0.251317,1.98929,0.481238,
133,1.83105e-41,0.001,13.939,2000,2.53317,2.51353,3.22452,2.55307,597.875,538.812,2152.35,1939.73,32.875,15.75,1.41162e+06,78.8903,124.5,700,700,0.187219,-0.000307901,0.109567,0.0951085,-0.0144426,0.117011,0.0403484,0.0250777,8.26701e-11,0.216184,1.92178,0.43208,
134,9.15527e-42,0.001,13.8335,2000,2.72874,2.70811,3.35935,2.74966,636.812,572.188,2292.53,2059.88,37.625,18.9375,1.37518e+06,60.3658,105.08,700,700,0.192031,0.000524267,0.107742,0.199495,0.09174,0.122471,0.0401504,-0.0908461,9.91172e-11,0.208146,1.92101,0.337673,
135,4.57764e-42,0.001,13.7879,2000,2.77036,2.74352,3.39346,2.79752,637.875,576.625,2296.35,2075.85,33.75,15.125,1.34856e+06,56.6664,100.984,700,700,0.203937,0.00155798,0.0950396,0.246315,0.151252,0.122025,0.0414703,-0.152047,-6.14525e-11,0.195597,1.90391,0.424729,
136,2.28882e-42,0.001,13.9571,2000,2.59566,2.57929,3.30888,2.61223,610.875,552.25,2199.15,1988.1,30.6875,15,1.39809e+06,67.9876,113.387,700,700,0.199406,0.000903864,0.0666829,0.177093,0.110397,0.14507,0.0408033,-0.103435,-1.50685e-10,0.18437,1.73364,0.51651,
137,1.14441e-42,0.001,13.9292,2000,2.66038,2.64108,3.33256,2.67996,627.938,563.562,2260.57,2028.83,36.75,18.375,1.38028e+06,60.8947,106.067,700,700,0.189906,-7.1583e-05,0.065897,0.161146,0.0952239,0.130704,0.0418143,-0.0944385,-1.66737e-11,0.175598,1.86082,0.514616,
138,5.72205e-43,0.001,14.0007,2000,2.65564,2.63714,3.32024,2.67434,630.75,565.75,2270.7,2036.7,35.75,17.5,1.33115e+06,63.2278,108.678,700,700,0.1935,0.000118312,0.0654115,0.173313,0.10791,0.137376,0.0421758,-0.108439,-5.6924e-11,0.168268,1.84664,0.390782,
139,2.86102e-43,0.001,14.0242,2000,2.70893,2.68492,3.34858,2.73319,636.75,572.562,2292.3,2061.23,36.9375,16.75,1.38493e+06,59.8982,104.916,700,700,0.193937,8.65179e-05,0.0762564,0.159838,0.083583,0.119802,0.0426007,-0.0832289,9.62666e-11,0.164668,2.05485,0.419986,
140,1.43051e-43,0.001,14.031,2000,2.64291,2.6238,3.32754,2.66223,625,566.812,2250,2040.53,31.625,15,1.38709e+06,65.2227,110.697,700,700,0.204344,0.00112718,0.0749493,0.223328,0.14838,0.135316,0.0428199,-0.147977,-6.33251e-11,0.156874,1.74737,0.503502,
141,7.15256e-44,0.001,13.8325,2000,2.75883,2.74467,3.39125,2.77318,641.438,580.188,2309.18,2088.68,33.375,17.6875,1.33475e+06,55.9445,100.61,700,700,0.206656,0.00203494,0.105066,0.284569,0.179501,0.144265,0.0416731,-0.178884,-1.27594e-10,0.155346,1.66693,0.487888,
142,3.57628e-44,0.001,13.8777,2000,2.65585,2.63848,3.33215,2.6734,626.312,563.562,2254.73,2028.83,37.25,18.3125,1.39768e+06,63.003,108.241,700,700,0.188656,-0.000435822,0.114158,0.150252,0.0361072,0.131603,0.0419861,-0.0365634,-4.3536e-11,0.150851,1.87974,0.365272,
143,1.78814e-44,0.001,14.0701,2000,2.52853,2.51164,3.19941,2.5456,595.938,536.938,2145.38,1932.97,33.875,16.3125,1.47222e+06,77.1677,122.922,700,700,0.183781,-0.000873672,0.121623,0.0588627,-0.0627425,0.0946759,0.0430275,0.0840662,-1.54194e-11,0.142314,2.00483,0.492419,
144,8.9407e-45,0.001,13.9951,2000,2.64686,2.63296,3.34422,2.66089,622,562.375,2239.2,2024.55,33.1875,16.625,1.4131e+06,64.3222,109.536,700,700,0.198219,0.000712912,0.140833,0.210463,0.069645,0.143442,0.0410382,-0.0696773,5.95922e-12,0.139775,1.68591,0.501885,
145,4.47035e-45,0.001,13.9526,2000,2.64215,2.62387,3.32261,2.6606,626.875,566.875,2256.75,2040.75,33.875,16.125,1.38295e+06,65.2599,110.865,700,700,0.19875,0.000414656,0.153541,0.18314,0.0295975,0.130979,0.0409055,-0.0284825,2.87006e-10,0.134659,1.87696,0.372291,
146,2.23517e-45,0.001,13.919,2000,2.73629,2.72043,3.38363,2.75233,636,573.688,2289.6,2065.28,35.875,17.8125,1.36501e+06,58.8123,103.506,700,700,0.197156,0.00082048,0.18345,0.219252,0.0357967,0.130111,0.0420393,-0.0335405,2.74477e-12,0.132733,1.86182,0.494659,
147,1.11759e-45,0.001,13.9327,2000,2.76207,2.74742,3.3902,2.77688,640.688,577.875,2306.47,2080.35,37.0625,19,1.4111e+06,57.4713,102.099,700,700,0.196281,0.000785027,0.195735,0.217848,0.02213,0.132616,0.0413259,-0.0231088,5.5253e-11,0.129069,1.88583,0.502639,
148,5.58794e-46,0.001,13.9891,2000,2.56666,2.55213,3.24937,2.58135,601.875,542.75,2166.75,1953.9,31.6875,16.3125,1.38649e+06,73.4332,118.891,700,700,0.192156,0.000183825,0.183716,0.118711,-0.065003,0.134851,0.0426282,0.0836547,-2.00256e-10,0.133171,1.79546,0.367072,
149,2.79397e-46,0.001,13.9634,2000,2.65854,2.63871,3.35241,2.67858,625.438,561.562,2251.57,2021.62,36.8125,17.8125,1.36135e+06,59.8464,104.864,700,700,0.18875,-0.000408276,0.199183,0.126339,-0.0728595,0.131805,0.0437123,0.0730919,2.47472e-11,0.128669,2.00328,0.355348,
150,1.39698e-46,0.001,13.8464,2000,2.72742,2.7094,3.3785,2.74563,637.25,575.438,2294.1,2071.58,35.25,17.125,1.37716e+06,60.4137,105.269,700,700,0.199594,0.000848465,0.205169,0.205103,-6.49914e-05,0.128769,0.0420487,0.000244596,1.71763e-10,0.130994,1.8886,0.440886,
151,6.98492e-47,0.001,13.9849,2000,2.71402,2.69972,3.37127,2.72848,635.125,576.125,2286.45,2074.05,32.125,16.25,1.36546e+06,60.1511,105.193,700,700,0.20775,0.00172453,0.201794,0.263093,0.0612936,0.147694,0.0426079,-0.0612048,5.39331e-12,0.132701,1.65266,0.435688,
152,3.49246e-47,0.001,13.9013,2000,2.59506,2.5774,3.26652,2.61295,606.75,546.812,2184.3,1968.53,33.1875,16.125,1.39188e+06,70.2486,115.502,700,700,0.190438,-0.000168257,0.190103,0.102616,-0.0874929,0.126442,0.0416014,0.100157,-2.14206e-11,0.13558,1.92681,0.378802,
153,1.74623e-47,0.001,14.0065,2000,2.64192,2.62226,3.32923,2.6618,624.375,561.625,2247.75,2021.85,33.8125,16.0625,1.34e+06,62.0541,107.339,700,700,0.196281,0.00018178,0.184748,0.171909,-0.0128538,0.138714,0.0427208,0.0147299,-5.92472e-11,0.137641,1.82626,0.483318,
154,8.73115e-48,0.001,13.9216,2000,2.63537,2.6179,3.33275,2.653,623.438,559.875,2244.38,2015.55,33.5625,16.0625,1.3044e+06,64.8793,110.139,700,700,0.196031,0.000221804,0.174391,0.165276,-0.00915355,0.145264,0.0433775,0.0102205,-1.1685e-10,0.139455,1.78724,0.399373,
155,4.36557e-48,0.001,13.9899,2000,2.66993,2.65198,3.35619,2.68811,621,559.562,2235.6,2014.42,33.375,16,1.37073e+06,61.5929,106.363,700,700,0.196344,0.000503598,0.173868,0.153761,-0.0201374,0.139182,0.0434795,0.0261758,1.21514e-11,0.141035,1.92367,0.340335,
156,2.18279e-48,0.001,14.0017,2000,2.64282,2.62784,3.32552,2.65796,626.562,563.438,2255.62,2028.38,36.9375,18.875,1.36931e+06,63.8578,109.29,700,700,0.189375,-0.000382731,0.154783,0.145369,-0.00941808,0.140926,0.0431613,0.0100228,-1.04722e-11,0.140201,1.83356,0.356647,
157,1.09139e-48,0.001,13.9431,2000,2.74665,2.72835,3.38354,2.76518,638.562,578.188,2298.82,2081.47,33.3125,17.125,1.3585e+06,57.3185,102.026,700,700,0.205813,0.00164322,0.156678,0.268934,0.112254,0.141526,0.0422097,-0.111716,-4.79057e-12,0.145242,1.68301,0.502439,
158,5.45697e-49,0.001,13.8042,2000,2.74355,2.72768,3.3869,2.75957,637.188,575.188,2293.88,2070.68,34.75,17.625,1.35233e+06,56.6829,101.31,700,700,0.200719,0.00110444,0.152183,0.228292,0.0761009,0.144614,0.0420966,-0.0756639,-8.0791e-11,0.148233,1.79279,0.33142,
159,2.72848e-49,0.001,14.0862,2000,2.57022,2.55408,3.27655,2.58654,606.688,547.062,2184.07,1969.42,31.5625,15.4375,1.37422e+06,69.1668,114.64,700,700,0.194625,5.08007e-05,0.131081,0.116469,-0.0146192,0.142094,0.0417534,0.024999,-1.09599e-10,0.147403,1.88896,0.416895,
160,1.36424e-49,0.001,13.8017,2000,2.72552,2.70621,3.38611,2.74507,632.812,571.188,2278.12,2056.28,34.6875,17.1875,1.35432e+06,59.5334,104.125,700,700,0.198875,0.000829317,0.144828,0.205119,0.0602865,0.141044,0.0346018,-0.0590875,-1.53516e-10,0.15245,1.80371,0.269404,
161,6.82121e-50,0.001,14.1894,2000,2.60966,2.59244,3.32266,2.62709,617.875,560,2224.35,2016,31.75,15.6875,1.41021e+06,66.4604,112.028,700,700,0.200625,0.000490566,0.125538,0.183859,0.0583472,0.155275,0.0437715,-0.0588426,3.16121e-11,0.148631,1.72018,0.349636,
162,3.41061e-50,0.001,14.3674,2000,2.54039,2.52766,3.17789,2.55327,597.062,535.188,2149.43,1926.68,34.1875,17.8125,1.38375e+06,78.7179,124.339,700,700,0.182125,-0.000945551,0.11739,0.0520553,-0.0653511,0.0228264,0.0522285,0.0881127,4.92026e-10,0.156822,1.91006,0.510579,
163,1.7053e-50,0.001,14.5951,2000,2.4369,2.42045,3.13051,2.45363,575.875,516.562,2073.15,1859.62,32.3125,16.5,1.40196e+06,82.5212,128.43,700,700,0.1775,-0.0016337,0.100926,-0.0117609,-0.112681,0.061146,0.0514702,0.13624,-3.04437e-11,0.150944,1.93901,0.451817,
164,8.52651e-51,0.001,14.4414,2000,2.70309,2.68547,3.35607,2.72091,635.25,574.125,2286.9,2066.85,34.5625,17.5625,1.35659e+06,58.062,103.188,700,700,0.200656,0.000844725,0.117789,0.225199,0.107408,0.138312,0.0533686,-0.107487,-4.87182e-11,0.150452,1.76503,0.477706,
165,4.26326e-51,0.001,14.2154,2000,2.64334,2.62378,3.32679,2.66312,625.125,565.375,2250.45,2035.35,33.0625,15.625,1.36894e+06,63.0535,108.531,700,700,0.200031,0.000394129,0.102418,0.185878,0.083446,0.141542,0.0485972,-0.0835133,8.12411e-11,0.149968,1.78915,0.222263,
166,2.13163e-51,0.001,14.6787,2000,2.68277,2.66072,3.34198,2.70506,632.938,568.25,2278.57,2045.7,37.5,17.75,1.37837e+06,61.6684,106.842,700,700,0.190375,-0.00053198,0.105072,0.140972,0.0358866,0.131785,0.0529311,-0.0361329,1.68436e-09,0.148715,1.97267,0.40453,
167,1.06581e-51,0.001,14.1096,2000,2.68576,2.66892,3.35181,2.70275,631.688,567.688,2274.07,2043.68,36,17.3125,1.35108e+06,60.6071,105.679,700,700,0.193844,-1.14024e-05,0.106047,0.177598,0.0715439,0.134268,0.051737,-0.0724059,-1.31222e-11,0.150077,1.86499,0.3874,
