step,klcoef,entcoef,lr,rollout_time,horizon,speed,speed_rl,speed_rl_std,speed_human,inflow,outflow,inflow_hourly,outflow_hourly,collisions,collisions_human,fuel,backlog_step,n_total_veh_step,flow_horizontal,flow_vertical,global_reward_mean,reward_mean,value_mean,ret_mean,adv_mean,explained_variance,rollout_end_time,policy_loss,kl,entropy,value_loss,gd_time,total_time
0,0,0.003,0.0003,32.9135,2000,0.562229,0.52848,0.942223,0.599672,166.438,146.25,599.175,526.5,12.6875,4.71875,1.60875e+06,11161.6,11218,700,700,-0.2036,-0.00357918,0.0061709,-0.0581536,-0.0643246,-0.00112729,0.153468,-0.00441196,0.0128579,1.59708,0.00386091,162.362,301.925
1,0,0.003,0.0003,31.8204,2000,0.805664,0.762728,1.27289,0.852868,221.844,199.938,798.638,719.775,17.125,6.96875,1.56089e+06,11127.9,11181.5,700,700,-1.13951,-0.0525934,0.0017477,-0.870878,-0.872627,0.0234081,0.407453,-0.00268724,0.00851959,1.56867,5.14906,227.046,675.346
2,0,0.003,0.0003,28.7148,2000,1.04219,0.992861,1.65766,1.09579,266.125,244.906,958.05,881.663,17.9375,7,1.52937e+06,11030.8,11081.4,700,700,-1.78863,-0.074853,0.0602458,-1.19986,-1.26012,0.0742882,0.264709,-0.00231259,0.00479934,1.57002,0.517295,149.765,955.065
3,0,0.003,0.0003,27.8937,2000,1.14895,1.09738,1.89635,1.20458,277.125,261.906,997.65,942.863,12.7812,4.4375,1.55296e+06,11059.1,11107.9,700,700,-0.367508,0.0352129,0.690882,1.09511,0.404218,0.115212,0.129687,-0.00153624,0.00654829,1.55257,5.55509,149.974,1230.36
4,0,0.003,0.0003,26.8759,2000,1.3839,1.32212,2.00704,1.45064,324.719,307.188,1168.99,1105.88,18.875,7.34375,1.56996e+06,11058.9,11106.6,700,700,-1.6811,-0.0658856,1.12632,-0.207058,-1.33338,0.120284,0.127858,-0.00319716,0.00859227,1.54649,0.112719,166.393,1513.92
5,0,0.003,0.0003,27.6142,2000,1.19667,1.1439,1.87222,1.25371,293.812,274.469,1057.72,988.087,17,6.5625,1.50474e+06,11107.5,11156.5,700,700,-0.929525,-0.00141456,1.53307,1.15368,-0.379397,0.127142,0.130198,-0.00258896,0.00806303,1.54541,0.934884,165.514,1798.86
6,0,0.003,0.0003,27.9436,2000,1.18121,1.12441,1.75015,1.2432,293.844,275.344,1057.84,991.237,16.6875,6.28125,1.52424e+06,11084.3,11134,700,700,-0.780813,0.015097,1.97705,1.78029,-0.196768,0.132183,0.133207,-0.00235196,0.00881559,1.56031,3.90591,148.641,2068.12
7,0,0.003,0.0003,29.1133,2000,1.18152,1.12374,1.64022,1.2447,312.812,290.125,1126.12,1044.45,18.6875,7.5625,1.52187e+06,11064.6,11116.9,700,700,-1.33801,-0.027761,2.2704,1.29698,-0.973423,0.117893,0.141394,-0.000868379,0.010377,1.54544,325.274,151.971,2345.19
8,0,0.003,0.0003,31.2475,2000,1.15591,1.09833,1.63461,1.21883,302.156,279.656,1087.76,1006.76,18.75,7.21875,1.52896e+06,11036,11087.8,700,700,-1.42367,-0.0218503,2.17671,1.32152,-0.855206,0.136535,0.139981,-0.00155801,0.00899248,1.55521,92.121,163.712,2643.68
9,0,0.003,0.0003,30.8893,2000,1.184,1.1244,1.66559,1.24955,304.625,284.062,1096.65,1022.62,16.875,6.84375,1.5356e+06,11119.3,11170.5,700,700,-1.50509,-0.0300347,2.3413,1.30151,-1.03978,0.197809,0.134901,-0.000828384,0.00892948,1.5484,4201.19,178.814,2956.55
10,0,0.003,0.0003,28.3549,2000,1.34661,1.28201,1.89536,1.41729,332.406,312.75,1196.66,1125.9,17.875,7.40625,1.51704e+06,11003.1,11052.2,700,700,-0.994769,0.00451203,2.00107,1.57178,-0.429279,0.160996,0.134726,-0.00097916,0.00778506,1.54392,33.449,167.125,3245.85
11,0,0.003,0.0003,29.0726,2000,1.25505,1.19399,1.74429,1.32234,323.219,303.156,1163.59,1091.36,16.3125,7.46875,1.52274e+06,11004.1,11055.3,700,700,-0.909898,0.010859,2.37988,1.98189,-0.398029,0.251376,0.134557,-0.00157621,0.0070229,1.54786,3.33517,148.334,3518.67
12,0,0.003,0.0003,29.9387,2000,1.0187,0.967979,1.47175,1.07467,277.062,256.781,997.425,924.412,15.125,6.5,1.51949e+06,11091.6,11145.3,700,700,-0.367904,0.0499008,2.93792,3.09479,0.156847,0.315253,0.141105,-0.001858,0.00740774,1.54605,1.13622,149.097,3795.69
