step,klcoef,entcoef,lr,rollout_time,horizon,speed,speed_rl,speed_rl_std,speed_human,inflow,outflow,inflow_hourly,outflow_hourly,collisions,collisions_human,fuel,backlog_step,n_total_veh_step,flow_horizontal,flow_vertical,global_reward_mean,reward_mean,value_mean,ret_mean,adv_mean,explained_variance,rollout_end_time,policy_loss,kl,entropy,value_loss,gd_time,total_time
0,0.2,0.003,0.001,17.8315,2000,0.697238,0.623879,1.05298,0.73949,204.344,181.531,735.638,653.513,15.4375,8,1.55423e+06,11052.2,11108.5,700,700,-8.93225,-0.0108255,0.00259469,-0.17706,-0.179655,-0.000101183,0.0385423,0.180586,0.000762818,1.60867,3.2944,5.7695,80.7715
1,0.1,0.003,0.001,18.0496,2000,0.686758,0.616263,1.05875,0.727259,200.031,177.344,720.112,638.438,14.8125,7.78125,1.53197e+06,11098.8,11154.6,700,700,-4.11086,0.000578572,-0.18693,-0.144857,0.0420737,0.317181,0.0336835,-0.0416844,0.000860707,1.60648,0.425469,5.7557,162.806
2,0.05,0.003,0.001,18.0872,2000,0.774734,0.687719,1.14394,0.825212,214.5,196.312,772.2,706.725,14.1875,6.75,1.56404e+06,11094.2,11148.5,700,700,-6.45854,-0.000942952,-0.140027,-0.132292,0.00773545,0.319061,0.0313046,-0.00860773,0.00155123,1.60358,0.637699,4.63106,243.707
3,0.025,0.003,0.001,18.0588,2000,0.839399,0.747119,1.23618,0.892901,229.062,208.969,824.625,752.288,13.875,6.84375,1.5273e+06,10975.9,11029.3,700,700,-3.04833,0.00113607,-0.126905,-0.0876731,0.0392343,0.444605,0.0343884,-0.039736,0.00169736,1.60118,0.134984,4.63377,324.68
4,0.025,0.003,0.001,16.2821,2000,0.769104,0.6859,1.22605,0.81752,200.125,185.281,720.45,667.013,11,5.625,1.55878e+06,11180.4,11232,700,700,-2.46801,0.000284695,-0.0897492,-0.0717101,0.0180391,0.54038,0.0340232,-0.0194522,0.00198632,1.59661,0.676985,4.37896,398.763
5,0.025,0.003,0.001,15.9599,2000,0.808364,0.719751,1.3227,0.859971,203.531,192.062,732.712,691.425,8.5625,4.21875,1.57467e+06,11093.6,11143.8,700,700,-0.987664,0.00250816,-0.0746344,-0.023098,0.0515386,0.696095,0.0323493,-0.0518241,0.00150297,1.59195,0.0160033,4.25608,471.827
6,0.0125,0.003,0.001,14.9267,2000,1.11439,0.999721,1.77488,1.18102,248.375,242.438,894.15,872.775,7.5,4.125,1.56593e+06,11108.6,11154.1,700,700,-0.953257,0.00197727,-0.0319685,0.00175093,0.0337173,0.603594,0.0328422,-0.0340611,0.00211453,1.5836,0.0501617,4.06527,540.986
7,0.0125,0.003,0.001,14.2998,2000,1.29918,1.168,2.12385,1.37536,261.906,263.281,942.862,947.812,6.3125,3.84375,1.57491e+06,11087.8,11129,700,700,-0.471778,0.00249246,0.0105319,0.0442503,0.0337167,0.625752,0.0309256,-0.0337842,0.0013753,1.57681,0.0145722,3.82916,605.696
8,0.00625,0.003,0.001,13.7564,2000,1.29668,1.16633,2.18705,1.37252,253.812,256.938,913.725,924.975,4.9375,3.5,1.62064e+06,11070.9,11111,700,700,-0.41797,0.00212711,0.0564961,0.0753428,0.0188501,0.59715,0.0292463,-0.0188336,0.00245462,1.57822,0.107234,3.78095,668.68
9,0.00625,0.003,0.001,14.2557,2000,1.2818,1.149,2.08276,1.35999,248.594,254.312,894.938,915.525,5.1875,3.8125,1.60385e+06,11091.7,11131.9,700,700,-0.197845,0.00272105,0.0818589,0.105653,0.0237935,0.637221,0.0298095,-0.0237798,0.00164921,1.57961,0.00450996,3.58268,732.966
10,0.003125,0.003,0.001,14.3337,2000,1.10071,0.973616,1.79414,1.17634,225.812,226.094,812.925,813.938,5.0625,3.1875,1.5637e+06,11088.8,11130.8,700,700,-0.21856,0.00247531,0.114017,0.128556,0.0145385,0.594405,0.0316334,-0.0145484,0.00194575,1.57982,0.00772591,3.91479,799.617
11,0.0015625,0.003,0.001,14.9561,2000,0.911178,0.803105,1.50579,0.975861,202.938,199.906,730.575,719.662,7.09375,4.25,1.59049e+06,11139.6,11185,700,700,-0.645687,0.00207765,0.127764,0.13481,0.00704638,0.459702,0.0314437,-0.00719002,0.00209958,1.57488,0.0151401,4.13514,867.963
12,0.0015625,0.003,0.001,16.0204,2000,0.716174,0.628483,1.20868,0.768683,179.438,170.344,645.975,613.237,6.75,3.90625,1.54489e+06,11097.8,11148.4,700,700,-0.467316,0.00206057,0.129896,0.137421,0.00752479,0.493421,0.0323841,-0.0075335,0.00176393,1.57164,0.012895,4.41835,941.218
13,0.0015625,0.003,0.001,16.5874,2000,0.611735,0.540983,1.09027,0.654078,167.25,154.875,602.1,557.55,5.1875,3.40625,1.54272e+06,11058.4,11112.3,700,700,-0.415538,0.00219779,0.137516,0.14688,0.00936458,0.599955,0.033027,-0.00956258,0.00178427,1.57024,0.00969892,4.7238,1017.78
14,0.00078125,0.003,0.001,17.3965,2000,0.511511,0.453934,0.924993,0.545175,151.25,135.844,544.5,489.038,6.3125,3.25,1.56347e+06,11129.8,11187.6,700,700,-0.361166,0.00199682,0.141906,0.14767,0.00576259,0.589668,0.0342795,-0.0058508,0.00134104,1.57497,0.0161426,5.30818,1097.2
15,0.00078125,0.003,0.001,17.6977,2000,0.459663,0.405972,0.82076,0.491281,142.781,123.781,514.013,445.612,6.25,3.625,1.56989e+06,11179.2,11238.2,700,700,-0.419521,0.00186451,0.147157,0.150284,0.00312688,0.488648,0.0349487,-0.00317336,0.0010347,1.57371,0.0127222,5.91388,1178.7
16,0.000390625,0.003,0.001,18.084,2000,0.386389,0.343757,0.722646,0.411262,123.656,105.031,445.163,378.112,6.0625,3.375,1.58323e+06,11162.6,11223.4,700,700,-0.346879,0.00191946,0.14943,0.153651,0.00422079,0.569396,0.0347358,-0.00412192,0.00138922,1.57339,0.0101862,5.51152,1261.25
17,0.000390625,0.003,0.001,18.1076,2000,0.383922,0.340908,0.692223,0.408992,124.531,105.188,448.312,378.675,7.25,4.28125,1.61534e+06,11203.1,11263.8,700,700,-0.717533,0.00118306,0.153602,0.145755,-0.00784765,0.3997,0.0342223,0.00785375,0.00281786,1.57403,0.0643799,6.6603,1344.57
18,0.000390625,0.003,0.001,17.8955,2000,0.327665,0.29438,0.649694,0.347078,105.219,90.9688,378.788,327.488,3.625,2.15625,1.63569e+06,11133.9,11193.7,700,700,-0.249972,0.00200694,0.144211,0.151218,0.00700632,0.675949,0.0354309,-0.00689751,0.00163239,1.57736,0.00653305,5.03289,1426.61
19,0.000390625,0.003,0.001,17.671,2000,0.440583,0.392713,0.776041,0.468733,137.125,120.562,493.65,434.025,6.5625,4.03125,1.61056e+06,11157.1,11216,700,700,-0.477659,0.00152179,0.153276,0.150046,-0.00323021,0.509355,0.0344709,0.00356735,0.00172653,1.57632,0.0272333,4.90359,1506.72
20,0.000390625,0.003,0.001,17.9529,2000,0.413201,0.367673,0.751007,0.439895,132.469,114.938,476.888,413.775,5.5625,3.09375,1.62813e+06,11166.9,11227.1,700,700,-0.44401,0.00149751,0.14781,0.145491,-0.00231779,0.515674,0.0339295,0.00231123,0.00131129,1.57441,0.0311931,5.42599,1589.84
21,0.000195313,0.003,0.001,17.7615,2000,0.417005,0.367014,0.765483,0.446749,129.188,110.625,465.075,398.25,5.875,3.53125,1.54615e+06,11104.7,11163.6,700,700,-0.506192,0.00135377,0.14502,0.141028,-0.00399093,0.535096,0.0364051,0.00407278,0.00137674,1.57408,0.0515609,5.11174,1671.16
22,0.000195313,0.003,0.001,18.2984,2000,0.327947,0.294207,0.657203,0.347428,107.938,91.6875,388.575,330.075,3.3125,1.96875,1.63503e+06,11125.8,11186.6,700,700,-0.208772,0.00189378,0.137973,0.144261,0.00628735,0.652105,0.0355022,-0.00611887,0.00186037,1.57629,0.00646992,5.32635,1754.79
23,0.000195313,0.003,0.001,17.8243,2000,0.466282,0.41509,0.821875,0.496529,142.094,128.156,511.537,461.362,4.6875,2.90625,1.60588e+06,11111.8,11170.8,700,700,-0.220866,0.00168166,0.146829,0.147309,0.000480102,0.574483,0.0360005,-0.00043778,0.00128152,1.58068,0.0140748,5.21116,1836.06
24,9.76563e-05,0.003,0.001,18.1722,2000,0.411881,0.368426,0.742209,0.437196,132,113.594,475.2,408.938,5.375,3,1.59436e+06,11149.6,11209.3,700,700,-0.341876,0.00141708,0.144753,0.141703,-0.00304937,0.559061,0.0337869,0.00299697,0.00137809,1.57923,0.0193101,4.96139,1918.91
25,4.88281e-05,0.003,0.001,17.9723,2000,0.423655,0.376881,0.737327,0.450991,135.062,116.688,486.225,420.075,6.25,3.78125,1.60564e+06,11179.6,11239.8,700,700,-0.683223,0.00110252,0.143392,0.135102,-0.00828927,0.391281,0.0323658,0.00823393,0.00137754,1.57893,0.0360375,5.48177,2001.18
26,4.88281e-05,0.003,0.001,18.6489,2000,0.34096,0.303173,0.63495,0.363022,115.969,93.9062,417.487,338.062,6.25,3.5625,1.59939e+06,11191.3,11253.6,700,700,-0.605347,0.000856717,0.127964,0.118827,-0.00913704,0.482477,0.0344502,0.00884868,0.00214755,1.57335,0.108599,6.30314,2086.89
27,4.88281e-05,0.003,0.001,17.9368,2000,0.359841,0.316073,0.665828,0.385679,115.688,97.2188,416.475,349.987,5.4375,2.875,1.63224e+06,11172.3,11231.8,700,700,-0.592415,0.000963969,0.119653,0.113716,-0.005936,0.433475,0.0330753,0.0058997,0.00115616,1.56897,0.0438839,5.30616,2168.23
28,2.44141e-05,0.003,0.001,18.2651,2000,0.373109,0.331182,0.688013,0.397838,120.281,102.125,433.012,367.65,4.875,3.03125,1.60598e+06,11186.1,11246.2,700,700,-0.445081,0.00116446,0.116536,0.114256,-0.00228114,0.523086,0.0359714,0.00228086,0.00144459,1.57402,0.0278679,5.68955,2251.94
29,1.2207e-05,0.003,0.001,17.6789,2000,0.395253,0.347539,0.718971,0.423458,122.125,104.656,439.65,376.762,5.4375,2.875,1.56884e+06,11086.7,11144.8,700,700,-0.510315,0.000924897,0.117195,0.110661,-0.00653518,0.462313,0.0337978,0.00627675,0.00150899,1.57284,0.0429369,4.85658,2332.51
30,6.10352e-06,0.003,0.001,17.4649,2000,0.418487,0.36775,0.789313,0.448401,122.656,110.844,441.562,399.038,4.625,2.40625,1.61745e+06,11183.2,11239.6,700,700,-0.287376,0.00142505,0.116467,0.11902,0.00255079,0.551798,0.0348248,-0.00257792,0.00140444,1.56923,0.0141544,4.75037,2412.3
31,3.05176e-06,0.003,0.001,17.1684,2000,0.41293,0.365866,0.802912,0.440887,120.438,109.406,433.575,393.863,3.4375,2.15625,1.63127e+06,11110.8,11166.6,700,700,-0.114495,0.00170711,0.11898,0.125344,0.0063636,0.663369,0.0335711,-0.00644527,0.00110607,1.56821,0.00776342,4.79635,2489.79
32,1.52588e-06,0.003,0.001,16.6879,2000,0.479157,0.420407,0.934625,0.514266,130.438,122.75,469.575,441.9,2.75,2.03125,1.60809e+06,11189.6,11242.8,700,700,-0.0896914,0.00178761,0.13389,0.139347,0.00545691,0.640164,0.0328012,-0.00551242,0.000737713,1.56673,0.00456852,4.71509,2565.03
33,7.62939e-07,0.003,0.001,17.0305,2000,0.459272,0.402719,0.888666,0.492967,129,119.438,464.4,429.975,3.375,1.84375,1.62e+06,11120,11174.8,700,700,-0.190569,0.00149285,0.138419,0.138116,-0.000303227,0.534039,0.033117,0.000269947,0.00119057,1.56881,0.0115034,4.68717,2642.83
34,3.8147e-07,0.003,0.001,16.9662,2000,0.493104,0.435763,0.967575,0.527094,136.969,128.062,493.088,461.025,2.0625,1.3125,1.57972e+06,11160.6,11215.2,700,700,-0.0410149,0.00184133,0.138516,0.143333,0.00481672,0.627026,0.0323727,-0.00491819,0.00077866,1.56859,0.00283612,4.69481,2719.36
35,1.90735e-07,0.003,0.001,17.5622,2000,0.431828,0.382533,0.849373,0.46116,129.562,117.969,466.425,424.688,2.8125,1.9375,1.64274e+06,11174.9,11232.6,700,700,-0.147569,0.0016749,0.142588,0.144089,0.00150006,0.54619,0.0336887,-0.00136306,0.00128141,1.57034,0.00509791,4.89436,2799.54
36,9.53674e-08,0.003,0.001,18.1958,2000,0.401739,0.357428,0.779498,0.427845,126.031,108.906,453.712,392.062,4.6875,3.1875,1.58811e+06,11120.9,11180.5,700,700,-0.268064,0.00128075,0.141381,0.137272,-0.00410977,0.427973,0.0338653,0.00416546,0.00169915,1.57155,0.0158845,5.01015,2881.72
37,4.76837e-08,0.003,0.001,17.4536,2000,0.404043,0.353673,0.786582,0.434238,119.844,107.188,431.438,385.875,3.375,2.25,1.61476e+06,11218.4,11275.4,700,700,-0.168166,0.00154817,0.138991,0.13956,0.000569823,0.488738,0.0328291,-0.000657048,0.0011271,1.56775,0.00684843,4.8309,2960.86
38,2.38419e-08,0.003,0.001,17.6406,2000,0.434626,0.381601,0.804957,0.466339,129.312,116.812,465.525,420.525,2.875,1.84375,1.58272e+06,11158.4,11215.9,700,700,-0.0817409,0.00169217,0.138991,0.141633,0.00264089,0.547741,0.0357072,-0.00263997,0.00157551,1.57366,0.0033886,4.93973,3042.05
39,2.38419e-08,0.003,0.001,17.6123,2000,0.427843,0.376958,0.796934,0.458204,128.562,115.531,462.825,415.913,3,2,1.62846e+06,11125.8,11183.5,700,700,-0.101615,0.00159926,0.141536,0.142277,0.000739213,0.517432,0.0335409,-0.000627887,0.000650443,1.57238,0.00592006,4.80456,3121.37
40,1.19209e-08,0.003,0.001,18.2672,2000,0.390169,0.343793,0.703911,0.417642,124.75,109.031,449.1,392.512,3.9375,2.3125,1.62155e+06,11140.1,11201,700,700,-0.175636,0.00148416,0.139651,0.138927,-0.000724069,0.425733,0.0366946,0.000721547,0.000891871,1.57722,0.00658269,7.36866,3206.47
41,5.96046e-09,0.003,0.001,17.862,2000,0.396611,0.349882,0.733765,0.424377,123.625,108.969,445.05,392.288,4.6875,2.9375,1.62488e+06,11113.6,11172.6,700,700,-0.25044,0.00134764,0.139947,0.137182,-0.00276619,0.408014,0.0341384,0.00292867,0.00127329,1.57368,0.00786338,5.33958,3288.7
42,2.98023e-09,0.003,0.001,18.2745,2000,0.352276,0.310712,0.668785,0.376909,114.844,97.4375,413.438,350.775,3.25,1.6875,1.56674e+06,11164.7,11225.7,700,700,-0.165001,0.00151817,0.13514,0.135944,0.000803483,0.458698,0.0328814,-0.000711294,0.00114231,1.57683,0.00530109,6.07055,3373.92
43,1.49012e-09,0.003,0.001,18.043,2000,0.422722,0.371645,0.762065,0.452885,134.281,117.062,483.413,421.425,5.6875,2.96875,1.62294e+06,11163.8,11223.5,700,700,-0.399656,0.000795467,0.135634,0.124062,-0.0115731,0.337228,0.0345883,0.0116887,0.00177273,1.57538,0.0507883,5.36367,3456.29
44,7.45058e-10,0.003,0.001,18.049,2000,0.392872,0.347091,0.721278,0.420177,123.625,106.969,445.05,385.088,4.875,3.3125,1.6114e+06,11160.6,11220.4,700,700,-0.267268,0.00114431,0.128072,0.123577,-0.00449634,0.442242,0.0364017,0.00453243,0.00122428,1.57558,0.0129655,5.30553,3539.71
45,3.72529e-10,0.003,0.001,17.5831,2000,0.451861,0.393639,0.782568,0.486851,132.969,120.031,478.688,432.112,4.9375,2.9375,1.58664e+06,11121.8,11179,700,700,-0.352114,0.00107813,0.125791,0.121012,-0.00477948,0.399737,0.0334719,0.00473644,0.00119354,1.57411,0.0199041,4.82402,3619.1
