step,klcoef,entcoef,lr,rollout_time,horizon,speed,speed_rl,speed_rl_std,speed_human,inflow,outflow,inflow_hourly,outflow_hourly,collisions,collisions_human,fuel,backlog_step,n_total_veh_step,flow_horizontal,flow_vertical,global_reward_mean,reward_mean,value_mean,ret_mean,adv_mean,explained_variance,rollout_end_time,policy_loss,kl,entropy,value_loss,gd_time,total_time
0,0.2,0.01,0.001,16.5515,2000,0.534951,0.501419,0.928419,0.572253,158.792,139,571.65,500.4,12.6667,4.75,1.62167e+06,11131.5,11188,700,700,-0.0571667,-0.000760348,-0.00180167,-0.100768,-0.0989663,8.93474e-05,-0.00994461,0.0990987,0.00234523,1.60707,22.4798,7.38139,405.437
1,0.1,0.01,0.001,15.9132,2000,0.756496,0.709817,1.19702,0.808574,201.042,184.667,723.75,664.8,11.8333,4.125,1.58153e+06,11133.3,11185.7,700,700,-0.026,0.00054042,-0.18238,0.00290305,0.185275,0.0267389,0.0536539,-0.187898,0.00199172,1.60318,17.3865,4.70134,794.932
2,0.05,0.01,0.001,15.5653,2000,0.805192,0.75396,1.27746,0.862591,204.25,189.625,735.3,682.65,12.1667,4.45833,1.57557e+06,11140.6,11191.1,700,700,-0.0268542,0.000424551,0.129974,0.0132949,-0.116654,-0.690952,0.0537379,0.108464,0.00197795,1.59968,17.047,4.20987,1175.59
3,0.025,0.01,0.001,15.0671,2000,0.85396,0.803161,1.41237,0.910839,205.792,195,740.85,702,9.83333,3.91667,1.57805e+06,11091.1,11139.4,700,700,-0.000833333,0.00175786,0.0745516,0.122073,0.047496,-0.418494,0.0533434,-0.0553534,0.00310029,1.5901,13.5914,4.42727,1544.63
4,0.025,0.01,0.001,14.3633,2000,1.18121,1.11265,1.84967,1.25799,253.25,249.875,911.7,899.55,8.25,3.41667,1.60873e+06,11098,11141.7,700,700,0.0424375,0.0037992,0.125501,0.318414,0.19289,-0.143366,0.0530779,-0.197067,0.00228413,1.58297,11.9214,3.97344,1896.45
5,0.0125,0.01,0.001,14.0651,2000,1.29864,1.22824,2.08485,1.37688,267.792,267.458,964.05,962.85,5.5,2.33333,1.62338e+06,11103.6,11146.2,700,700,0.0787292,0.00545992,0.293529,0.495963,0.202405,-0.0451172,0.0535889,-0.201506,0.00269198,1.57138,8.16526,3.96145,2241.13
6,0.00625,0.01,0.001,13.7337,2000,1.51971,1.44323,2.38168,1.60432,303.917,302.958,1094.1,1090.65,8.16667,4.25,1.61783e+06,11034.8,11075.6,700,700,0.0698125,0.00513332,0.517781,0.467004,-0.050773,0.0495504,0.0516982,0.0495241,0.00247001,1.56528,11.333,3.88369,2577.85
7,0.003125,0.01,0.001,13.5998,2000,1.61951,1.53875,2.50002,1.70884,316.25,316.333,1138.5,1138.8,7.66667,4.04167,1.61085e+06,11050.3,11090.2,700,700,0.0815,0.00538047,0.520386,0.503038,-0.0173211,0.0478932,0.051584,0.0160038,0.00261708,1.56501,10.8128,3.88729,2911.47
8,0.0015625,0.01,0.001,13.5852,2000,1.63266,1.55412,2.60844,1.71933,308.792,314.083,1111.65,1130.7,5.16667,2.625,1.67512e+06,11108.1,11147.4,700,700,0.105375,0.00627656,0.450744,0.581117,0.13036,0.046869,0.0559479,-0.126933,0.00204518,1.55683,8.05627,3.76236,3244.88
9,0.00078125,0.01,0.001,13.2707,2000,1.82862,1.74189,2.78044,1.92436,338.5,342.25,1218.6,1232.1,7.08333,4.41667,1.65593e+06,11074,11112.1,700,700,0.100292,0.00667059,0.596041,0.626382,0.0303316,0.0885853,-0.0112688,-0.0319129,0.0028656,1.54301,8.90555,3.68271,3569.11
