step,klcoef,entcoef,lr,rollout_time,horizon,speed,speed_rl,speed_rl_std,speed_human,inflow,outflow,inflow_hourly,outflow_hourly,collisions,collisions_human,fuel,backlog_step,n_total_veh_step,flow_horizontal,flow_vertical,global_reward_mean,reward_mean,value_mean,ret_mean,adv_mean,explained_variance,rollout_end_time,policy_loss,kl,entropy,value_loss,gd_time,total_time
0,0,0.01,0.0003,43.1426,2000,0.574248,0.541235,0.963859,0.610841,171.625,147.417,617.85,530.7,15.5,6.625,1.57499e+06,11145,11201.5,700,700,-0.593276,-0.0222488,-0.00209712,-0.374892,-0.372795,-1.57654e-05,0.637634,-0.00522122,0.0131201,1.59624,7.72719,241.596,388.947
1,0,0.01,0.0003,43.291,2000,0.905479,0.85839,1.34148,0.957243,248.167,226.25,893.4,814.5,18.0833,7,1.57742e+06,11080.2,11133.9,700,700,-0.996208,-0.0228697,-0.094331,-0.467223,-0.372937,0.0372226,0.264492,-0.0113996,0.0150448,1.55251,0.619941,244.133,772.472
2,0,0.01,0.0003,43.3599,2000,1.20196,1.14756,1.77657,1.26094,308.75,286.125,1111.5,1030.05,19.4167,7.79167,1.53274e+06,11111.2,11162.2,700,700,-2.53977,-0.124246,0.410009,-1.72413,-2.13415,0.0344108,0.966067,-0.00157037,0.0070993,1.52548,103.781,251.438,1181.36
3,0,0.01,0.0003,38.6166,2000,1.44152,1.38771,2.17652,1.49876,360.583,334.917,1298.1,1205.7,24.5,9.58333,1.50618e+06,11022.6,11072,700,700,-10.151,-0.538379,0.627608,-8.36789,-8.99554,0.0214089,0.474147,0.000534084,0.00736495,1.51012,4686.93,246.541,1559.76
4,0,0.01,0.0003,37.9792,2000,1.50617,1.45103,2.25466,1.56459,373.917,347.125,1346.1,1249.65,25.6667,9.91667,1.5362e+06,11047.4,11096.6,700,700,-13.2728,-0.739613,0.917614,-11.2687,-12.1863,0.0359385,0.610847,0.00101823,0.00665703,1.50008,11514.9,238.154,1930.62
5,0,0.01,0.0003,38.3691,2000,1.33487,1.28424,2.02895,1.38878,338.792,313.958,1219.65,1130.25,22.75,8.83333,1.53503e+06,11012.5,11062.9,700,700,-2.76345,-0.00719695,0.864946,0.463605,-0.401338,0.0693434,0.957906,-0.000235128,0.00648136,1.51953,2216.06,209.042,
6,0,0.01,0.0003,38.3195,2000,1.28923,1.23408,1.86853,1.34855,331.792,305.875,1194.45,1101.15,22.5417,8.70833,1.53787e+06,11053.6,11104.6,700,700,-5.89493,-0.258857,0.989178,-3.52773,-4.51701,0.121243,0.875606,-0.000253022,0.00534753,1.52502,40.4956,213.544,
7,0,0.01,0.0003,38.5029,2000,1.14395,1.09426,1.75725,1.19733,297.25,276.875,1070.1,996.75,18.5833,7,1.54784e+06,11109.1,11160.8,700,700,-1.572,0.172044,2.26676,4.47168,2.20484,0.196029,0.516377,-0.00172668,0.00705794,1.5483,280.354,208.613,
8,0,0.01,0.0003,40.7358,2000,0.878525,0.833637,1.36284,0.927555,250.125,222.167,900.45,799.8,18.8333,6.95833,1.54852e+06,11134.9,11189.3,700,700,-2.02377,0.0847465,3.77723,4.33319,0.555917,0.221018,0.614105,0.000921427,0.00650316,1.56533,573.986,213.136,
9,0,0.01,0.0003,41.294,2000,0.791676,0.748131,1.19441,0.839613,227.083,203.125,817.5,731.25,17.9167,6.91667,1.58462e+06,11056.7,11112,700,700,-2.39162,0.0458227,4.55608,4.3677,-0.188382,0.202046,0.222309,-0.00126336,0.00948146,1.55953,72.6826,214.631,
10,0,0.01,0.0003,44.3112,2000,0.594217,0.557655,0.93772,0.634749,188.042,164.917,676.95,593.7,14.0833,5.125,1.61838e+06,11115.8,11175.6,700,700,-0.502897,0.157132,5.69978,7.1925,1.49275,0.246266,0.798201,0.00120296,0.00871606,1.53945,41.809,214.469,
