step,klcoef,entcoef,lr,rollout_time,horizon,speed,speed_rl,speed_rl_std,speed_human,inflow,outflow,inflow_hourly,outflow_hourly,collisions,collisions_human,fuel,backlog_step,n_total_veh_step,flow_horizontal,flow_vertical,global_reward_mean,reward_mean,value_mean,ret_mean,adv_mean,explained_variance,rollout_end_time,policy_loss,kl,entropy,value_loss,gd_time,total_time
31,1.49012e-09,0.01,0.001,11.8168,2000,4.36298,3.99186,3.65498,4.81157,466.5,454.75,1679.4,1637.1,9.8125,6.1875,1.88405e+06,153.5,175.012,700,700,0.178313,0.0104378,0.580843,0.648466,0.0676284,-0.00342216,0.0343986,-0.0667001,0.00163667,0.912227,1.53584,2.63568,6792.4
32,7.45058e-10,0.01,0.001,11.587,2000,4.33713,3.96598,3.66831,4.7856,462.75,449.938,1665.9,1619.78,9.9375,6.1875,1.78684e+06,156.363,177.814,700,700,0.175281,0.00974427,0.640432,0.618009,-0.0224136,0.051827,0.033018,0.022474,0.00303531,0.883358,1.60267,2.61211,6981.41
33,3.72529e-10,0.01,0.001,11.3915,2000,4.43423,4.05963,3.74556,4.88655,465,451.5,1674,1625.4,11.75,7.4375,1.81982e+06,154.913,175.979,700,700,0.167,0.00890311,0.623305,0.590129,-0.0331789,0.0423839,0.0326174,0.0331873,0.00246385,0.899524,1.76607,2.84514,7167.54
34,1.86265e-10,0.01,0.001,11.7691,2000,4.36844,3.98128,3.70675,4.83958,453.188,440.25,1631.48,1584.9,11.5625,7,1.83828e+06,160.826,181.677,700,700,0.162313,0.00792088,0.587636,0.536408,-0.0512309,0.0532301,0.0331828,0.0526763,0.00223489,0.898136,1.91423,2.61236,7359.48
35,9.31323e-11,0.01,0.001,12.1568,2000,4.18134,3.81956,3.6701,4.6184,450.188,435.812,1620.67,1568.92,11.375,6.4375,1.754e+06,161.873,183.507,700,700,0.161031,0.0064772,0.503482,0.471494,-0.0319964,0.0509536,0.033606,0.0323192,0.00261374,0.896361,2.02366,3.62314,7558.67
36,4.65661e-11,0.01,0.001,12.06,2000,4.26313,3.89202,3.64989,4.71175,458.875,446.812,1651.95,1608.53,10.625,5.9375,1.89616e+06,158.367,180.065,700,700,0.170281,0.00749094,0.475779,0.520737,0.0449776,0.0471528,0.0360281,-0.0438134,0.00223889,0.899812,1.78229,2.84047,7755.58
37,2.32831e-11,0.01,0.001,12.3702,2000,4.02711,3.68236,3.5559,4.44254,447.062,435.375,1609.42,1567.35,9.25,5.25,1.89222e+06,160.725,183.521,700,700,0.171438,0.00681712,0.499907,0.459838,-0.0400679,0.0617431,0.0324898,0.0716485,0.0019154,0.901065,1.54543,2.97486,7957.53
38,1.16415e-11,0.01,0.001,13.0671,2000,3.37951,3.14272,3.45599,3.65501,453.625,435.875,1633.05,1569.15,11.875,7,1.80649e+06,158.031,184.887,700,700,0.158562,0.0015907,0.402057,0.25325,-0.14882,0.0740144,0.0374112,0.149098,0.00217839,0.921872,1.54188,3.16707,8170.97
39,5.82077e-12,0.01,0.001,13.4082,2000,3.36241,3.11653,3.43872,3.65033,446.312,426.875,1606.73,1536.75,9,5.1875,1.58116e+06,162.509,188.977,700,700,0.168438,0.00270456,0.297257,0.28841,-0.00886897,0.115841,0.0359646,0.00550353,0.0020476,0.929928,1.2973,3.23682,8389.93
40,2.91038e-12,0.01,0.001,12.5174,2000,3.41942,3.16279,3.50729,3.72216,438.062,421.25,1577.02,1516.5,8.875,5.6875,1.62257e+06,167.814,193.442,700,700,0.16625,0.00337189,0.318257,0.346994,0.0287178,0.124138,0.0401024,-0.0238326,0.00339612,0.91161,1.07118,2.51583,8593.9
