step,klcoef,lr,rollout_time,horizon,speed,speed_rl,speed_rl_std,speed_human,inflow,outflow,inflow_hourly,outflow_hourly,collisions,collisions_human,fuel,backlog_step,n_total_veh_step,flow_horizontal,flow_vertical,raw_reward_mean,raw_reward_sum,reward_mean,reward_sum,n_veh_step_mean,n_veh_step_sum,n_veh_unique,policy_loss,kl,entropy,gd_time,total_time
87,0,0.001,14.4986,2000,2.59713,2.54789,3.26271,2.64807,582.75,536,2097.9,1929.6,22.125,10.4375,1.47197e+06,81.3739,124.823,700,700,0.212688,425.375,0.0087719,17.5438,22.0915,44182.9,301.375,-0.764165,-3.00898e-10,0.671461,0.545766,20177
88,0,0.001,14.5448,2000,2.44081,2.39988,3.18344,2.4832,559.25,505.625,2013.3,1820.25,26.5,13.875,1.43261e+06,89.6421,133.778,700,700,0.186562,373.125,0.00461863,9.23726,22.4346,44869.2,289.25,-0.377626,-4.16866e-10,0.67768,0.438394,20420.2
89,0,0.001,15.3657,2000,2.6711,2.62452,3.29725,2.7194,594.562,543,2140.43,1954.8,28.125,14.625,1.47942e+06,80.1383,123.11,700,700,0.201188,402.375,0.00681238,13.6248,21.8678,43735.6,307.312,-0.642586,1.64145e-09,0.672183,0.51765,20667.7
90,0,0.001,14.8852,2000,2.53189,2.48968,3.21503,2.57569,569.125,516.625,2048.85,1859.85,27.25,14.9375,1.47058e+06,90.4692,134.014,700,700,0.190188,380.375,0.00502972,10.0594,22.1475,44295,294.312,-0.422329,-4.35285e-10,0.6852,0.55104,20907.5
91,0,0.001,14.8664,2000,2.63285,2.58777,3.2658,2.67959,594.5,539.062,2140.2,1940.62,30.4375,16.125,1.46877e+06,81.7806,125.212,700,700,0.193438,386.875,0.00546815,10.9363,22.0999,44199.8,306.625,-0.511927,-3.29043e-10,0.667179,0.471386,21147
92,0,0.001,14.9514,2000,2.66867,2.62019,3.28906,2.71898,597.625,546.438,2151.45,1967.18,27.375,14.375,1.50782e+06,76.6958,119.964,700,700,0.204781,409.562,0.00714481,14.2896,22.0297,44059.4,308.188,-0.672108,8.44741e-11,0.659453,0.434054,21387.7
93,0,0.001,14.454,2000,2.69768,2.65196,3.30595,2.74494,601.688,547.625,2166.07,1971.45,28.8125,14.75,1.43505e+06,76.3279,119.291,700,700,0.201781,403.562,0.00660545,13.2109,21.8363,43672.6,310.625,-0.612281,1.76047e-11,0.654056,0.571879,21620.7
94,0,0.001,14.3245,2000,2.60247,2.56083,3.28523,2.64566,586.312,537.125,2110.72,1933.65,24.6875,14,1.46679e+06,81.2466,124.77,700,700,0.206844,413.688,0.00731042,14.6208,22.1563,44312.7,303.25,-0.668497,1.20378e-10,0.644217,0.459677,21851.5
95,0,0.001,14.4335,2000,2.54249,2.50094,3.23203,2.58545,574.75,523.375,2069.1,1884.15,24.75,12.625,1.45564e+06,84.6492,128.45,700,700,0.199813,399.625,0.0061515,12.303,22.2464,44492.9,297,-0.557108,-2.22206e-10,0.629959,0.454549,22083.9
96,0,0.001,13.8503,2000,2.65157,2.60886,3.30047,2.69572,598.062,547.188,2153.03,1969.88,26.25,13.75,1.47562e+06,77.6185,121.159,700,700,0.207969,415.938,0.00732889,14.6578,22.1295,44259,308.812,-0.673468,5.2346e-11,0.632244,0.511121,22307.1
97,0,0.001,14.3932,2000,2.65111,2.60751,3.27626,2.69618,600.875,548.5,2163.15,1974.6,28.125,14.625,1.47605e+06,77.5312,121.313,700,700,0.203937,407.875,0.00663055,13.2611,22.2481,44496.1,310.312,-0.593931,-2.16031e-10,0.632681,0.0173957,22538.4
98,0,0.001,13.9247,2000,2.65844,2.6145,3.28863,2.70391,600,547.188,2160,1969.88,27.4375,14.5,1.45156e+06,76.3698,119.884,700,700,0.205,410,0.00672386,13.4477,22.1232,44246.4,309.812,-0.629425,-1.47076e-10,0.633672,0.419879,22762.7
99,0,0.001,13.7073,2000,2.6374,2.59147,3.28643,2.6849,596.625,545.188,2147.85,1962.67,26.375,13.1875,1.47385e+06,78.7019,122.372,700,700,0.206656,413.312,0.00690829,13.8166,22.1957,44391.4,307.688,-0.663939,2.0083e-10,0.629338,0.224429,22983.3
100,0,0.001,13.8645,2000,2.67946,2.63693,3.3138,2.72341,602.312,547.25,2168.32,1970.1,29.5625,15.75,1.45974e+06,74.3922,117.642,700,700,0.199719,399.438,0.00577186,11.5437,21.9758,43951.6,310.562,-0.538736,-7.27086e-11,0.627973,0.42081,23206.6
101,0,0.001,14.2719,2000,2.64993,2.60322,3.27718,2.69824,600.562,547.062,2162.02,1969.43,29.3125,14.6875,1.48682e+06,78.3144,122.001,700,700,0.20025,400.5,0.00578847,11.5769,22.2117,44423.3,309.875,-0.525071,1.52105e-10,0.623637,0.501292,23436.5
102,0,0.001,14.2307,2000,2.45594,2.41601,3.15979,2.49724,558.938,512.125,2012.17,1843.65,22.125,11.375,1.46157e+06,96.0242,140.426,700,700,0.20075,401.5,0.00580539,11.6108,22.5131,45026.2,289.875,-0.510515,7.80335e-10,0.614286,0.528689,23665.7
103,0,0.001,14.0126,2000,2.67199,2.62649,3.30258,2.71913,599.75,547.938,2159.1,1972.58,27.375,14.5625,1.46681e+06,76.5606,119.865,700,700,0.205531,411.062,0.00646611,12.9322,22.0333,44066.6,309.438,-0.610688,-9.10136e-11,0.622258,0.525206,23891.5
104,0,0.001,13.7725,2000,2.6319,2.58529,3.28307,2.68008,594.125,541.5,2138.85,1949.4,26.9375,13.25,1.46291e+06,80.7569,124.233,700,700,0.203406,406.812,0.00608223,12.1645,22.0934,44186.9,306.375,-0.539233,-5.33317e-11,0.623744,0.41391,24113.3
105,0,0.001,14.2688,2000,2.65418,2.60871,3.28231,2.7012,599.812,545.375,2159.32,1963.35,29.3125,14.75,1.45638e+06,77.3848,120.9,700,700,0.199406,398.812,0.00541337,10.8267,22.1159,44231.8,309.688,-0.518116,-3.05834e-10,0.62417,0.565507,24342.7
106,0,0.001,14.9229,2000,2.34348,2.30241,3.03319,2.38604,531.5,478.5,1913.4,1722.6,26,13.4375,1.44733e+06,106.661,151.049,700,700,0.17425,348.5,0.00152578,3.05156,22.597,45193.9,275.812,-0.0589385,2.88752e-10,0.656691,0.0211155,24582.6
107,0,0.001,13.3885,2000,2.57218,2.53061,3.26675,2.61525,579,524.938,2084.4,1889.78,26.1875,14.0625,1.40793e+06,83.6217,126.981,700,700,0.197,394,0.00494443,9.88886,22.055,44109.9,298.938,-0.425998,-9.18241e-10,0.63235,0.457737,24807.5
108,0,0.001,14.0744,2000,2.67229,2.62701,3.30247,2.71919,598.938,546.25,2156.17,1966.5,25.75,13.6875,1.40073e+06,78.8787,122.07,700,700,0.20875,417.5,0.00667497,13.3499,21.97,43940.1,309,-0.603657,9.34075e-11,0.624069,0.510632,25034.3
109,0,0.001,14.2158,2000,2.49341,2.44798,3.0982,2.54046,560.875,512.125,2019.15,1843.65,24.5,12.375,1.51073e+06,96.5255,140.641,700,700,0.194812,389.625,0.00450299,9.00597,22.4386,44877.1,290.125,-0.372357,-1.6753e-09,0.642608,0.538855,25263.4
110,0,0.001,13.6349,2000,2.69025,2.64377,3.30615,2.7383,602.125,548.188,2167.65,1973.47,28.25,14.125,1.45841e+06,75.8165,119.023,700,700,0.203469,406.938,0.00576215,11.5243,21.9538,43907.6,310.062,-0.54865,-1.72244e-10,0.616768,0.607924,25473.5
111,0,0.001,13.393,2000,2.55524,2.51313,3.19462,2.59887,570.312,521.125,2053.12,1876.05,23.375,12.5625,1.46788e+06,89.4015,133.086,700,700,0.202125,404.25,0.00550179,11.0036,22.1966,44393.1,294.875,-0.469582,-4.65417e-10,0.622921,0.439686,25689.3
112,0,0.001,12.7405,2000,2.51783,2.47518,3.1602,2.56205,565.25,514,2034.9,1850.4,25.125,13.625,1.45025e+06,93.5712,137.317,700,700,0.194188,388.375,0.00424513,8.49025,22.2664,44532.8,292.125,-0.378235,2.63381e-10,0.641947,0.502968,25894.6
113,0,0.001,12.9263,2000,2.65638,2.61035,3.29815,2.70402,595.938,543.25,2145.38,1955.7,27.1875,13.875,1.47899e+06,77.1863,120.469,700,700,0.203656,407.312,0.00562101,11.242,22.0064,44012.8,306.75,-0.53263,1.93931e-10,0.619887,0.537644,26102.9
114,0,0.001,12.6129,2000,2.6287,2.57974,3.27097,2.67939,583.562,531.375,2100.83,1912.95,25.875,12.1875,1.44935e+06,79.4763,122.552,700,700,0.201,402,0.00516611,10.3322,21.8648,43729.7,301.312,-0.410604,1.52636e-10,0.627035,-0.074517,26305.6
115,0,0.001,12.8172,2000,2.67086,2.6228,3.31422,2.72064,598.438,546.625,2154.38,1967.85,25.625,12.9375,1.42999e+06,76.7692,119.942,700,700,0.20925,418.5,0.00635638,12.7128,21.9612,43922.4,308.5,-0.573789,1.49469e-10,0.619609,0.437563,26511.6
116,0,0.001,12.7518,2000,2.62619,2.57765,3.27951,2.67647,590.562,539.5,2126.02,1942.2,27.5625,13.625,1.49369e+06,81.4817,124.974,700,700,0.200844,401.688,0.00503861,10.0772,22.1221,44244.1,305.125,-0.461543,1.49234e-10,0.622775,0.543765,26726.4
117,0,0.001,12.6254,2000,2.67817,2.63085,3.30479,2.72722,600.312,546.875,2161.12,1968.75,27.9375,14.5625,1.45986e+06,77.0925,120.298,700,700,0.203594,407.188,0.00540747,10.8149,21.9844,43968.8,309.5,-0.489612,-2.21334e-10,0.625226,0.562224,26929.9
118,0,0.001,12.9013,2000,2.66913,2.62173,3.30905,2.71838,596.562,544.438,2147.62,1959.98,26.0625,14.1875,1.41409e+06,76.7107,119.801,700,700,0.207062,414.125,0.00587889,11.7578,21.9536,43907.2,308.312,-0.540069,4.53412e-11,0.634107,0.0653319,27137.4
119,0,0.001,12.5932,2000,2.6291,2.57829,3.28363,2.68186,589.625,538.688,2122.65,1939.28,25,12.625,1.42941e+06,82.6054,125.837,700,700,0.206844,413.688,0.00579863,11.5973,22.0143,44028.5,304.188,-0.532146,-1.09934e-10,0.640565,0.241947,27340.2
120,0,0.001,13.3688,2000,2.52718,2.48035,3.231,2.57584,569.188,519.125,2049.07,1868.85,25.125,13.3125,1.4788e+06,88.2167,131.866,700,700,0.19675,393.5,0.00424062,8.48124,22.2443,44488.6,294.625,-0.353473,-2.91498e-11,0.653604,0.50285,27555.7
121,0,0.001,15.5858,2000,2.56845,2.51892,3.2606,2.62005,573.5,523.125,2064.6,1883.25,25.5625,13.625,1.4633e+06,86.7551,129.828,700,700,0.197656,395.312,0.00433677,8.67355,21.9717,43943.4,296.812,-0.392292,-2.79987e-12,0.661418,0.307503,27806.5
122,0,0.001,16.0257,2000,2.66867,2.6202,3.30651,2.71919,588.625,539.188,2119.05,1941.08,26.1875,14.9375,1.52843e+06,82.4278,125.088,700,700,0.204125,408.25,0.00526212,10.5242,21.7679,43535.9,303.812,-0.492597,-4.48935e-10,0.663886,-0.191216,28063.9
123,0,0.001,15.9681,2000,2.6382,2.58399,3.28446,2.69484,583.625,536.125,2101.05,1930.05,22.8125,12.625,1.49307e+06,86.0953,128.926,700,700,0.211031,422.062,0.00625228,12.5046,21.8791,43758.2,300.938,-0.582998,3.35648e-10,0.677067,0.279509,28320.8
124,0,0.001,15.9126,2000,2.62318,2.56749,3.28778,2.6815,576,529,2073.6,1904.4,21.9375,12.125,1.47282e+06,90.4904,132.953,700,700,0.209656,419.312,0.00600234,12.0047,21.7132,43426.4,297.5,-0.579047,6.53379e-11,0.689821,0.287575,28576.9
125,0,0.001,16.1241,2000,2.29743,2.247,3.04223,2.3503,507.5,463.938,1827,1670.17,18.375,10.25,1.52734e+06,118.188,161.726,700,700,0.186031,372.062,0.00241784,4.83568,22.2662,44532.4,263.438,-0.0986366,-2.28832e-10,0.720447,0.31055,28836.4
126,0,0.001,14.7112,2000,2.52604,2.46392,3.23939,2.59135,552.375,508.312,1988.55,1829.92,20.125,10.4375,1.50439e+06,100.627,142.948,700,700,0.203844,407.688,0.00505436,10.1087,21.6818,43363.5,285.75,-0.476373,-1.57045e-10,0.726446,0.465034,29073.4
127,0,0.001,14.9459,2000,2.54034,2.47146,3.24215,2.61294,550.812,510.938,1982.92,1839.38,16.875,8.5,1.49202e+06,102.583,144.681,700,700,0.213281,426.562,0.00642928,12.8586,21.5949,43189.9,285.438,-0.608311,-4.99224e-11,0.741167,0.553874,29314.1
128,0,0.001,13.6505,2000,2.54559,2.47728,3.25338,2.61776,548.812,510,1975.72,1836,16.4375,8.875,1.50972e+06,103.541,145.381,700,700,0.213906,427.812,0.00648003,12.9601,21.4887,42977.3,284.125,-0.603739,-2.88027e-11,0.747331,0.422979,29543.1
129,0,0.001,14.8123,2000,2.08484,2.03279,2.77039,2.13998,455.125,415.125,1638.45,1494.45,15.625,9.875,1.53624e+06,148.112,192.103,700,700,0.1685,337,-0.000360478,-0.720956,22.4902,44980.4,237.438,0.158676,1.00701e-11,0.770853,0.566371,29781.8
130,0,0.001,14.4005,2000,2.4795,2.41308,3.23256,2.54967,536.062,493.688,1929.83,1777.28,18.1875,9.9375,1.50695e+06,106.477,148.303,700,700,0.201375,402.75,0.00453887,9.07774,21.4814,42962.8,277.312,-0.406113,-1.45479e-11,0.759524,0.562961,30013.8
131,0,0.001,14.1944,2000,2.53312,2.46463,3.25018,2.60544,542.938,504.688,1954.58,1816.88,15.3125,8.125,1.52428e+06,106.416,148.064,700,700,0.214062,428.125,0.00639798,12.796,21.3846,42769.2,281.375,-0.588193,1.25585e-10,0.757983,0.534754,30242.4
132,0,0.001,14.4407,2000,2.50136,2.43605,3.23185,2.57039,539.75,500.812,1943.1,1802.92,15.875,9.1875,1.49928e+06,108.872,150.782,700,700,0.210719,421.438,0.00586061,11.7212,21.528,43056,279.75,-0.533679,7.57268e-11,0.758607,0.552952,30475.1
133,0,0.001,14.851,2000,2.53356,2.46618,3.24509,2.60467,544.625,503.812,1960.65,1813.72,18.625,9.8125,1.50597e+06,105.354,147.038,700,700,0.205344,410.688,0.00501954,10.0391,21.3963,42792.5,282.75,-0.445948,-1.99316e-10,0.757216,-0.0930214,30713.6
134,0,0.001,14.851,2000,2.45662,2.38802,3.20599,2.52926,530.875,489.938,1911.15,1763.78,17.6875,9.625,1.50418e+06,109.416,151.324,700,700,0.20075,401.5,0.00430105,8.6021,21.5469,43093.8,274.938,-0.367612,-3.24011e-10,0.766875,0.56996,30943.4
135,0,0.001,14.3962,2000,2.49849,2.43226,3.23933,2.56875,534.062,493.688,1922.62,1777.28,17.1875,10.375,1.51219e+06,107.217,148.672,700,700,0.203875,407.75,0.0047389,9.4778,21.3268,42653.7,276.5,-0.423518,1.28084e-10,0.770618,0.0691547,31174.9
136,0,0.001,14.348,2000,2.50542,2.43934,3.23998,2.57553,532.938,494.875,1918.57,1781.55,16.375,10.125,1.51759e+06,110.287,151.625,700,700,0.2065,413,0.00510129,10.2026,21.2747,42549.3,276.5,-0.505375,-1.76509e-10,0.779902,0.237416,31405.4
137,0,0.001,13.8337,2000,2.53076,2.45888,3.25794,2.60711,531.562,494.688,1913.62,1780.88,16.25,9.4375,1.54681e+06,109.977,150.787,700,700,0.206719,413.438,0.00510299,10.206,21.0168,42033.7,276.062,-0.466395,1.78187e-12,0.784446,0.467684,31628.2
138,0,0.001,14.2997,2000,2.49266,2.41904,3.23217,2.57089,527.688,489.375,1899.67,1761.75,14.5,8.0625,1.47942e+06,113.009,154.036,700,700,0.208437,416.875,0.00533109,10.6622,21.1303,42260.6,273.125,-0.488744,2.17239e-10,0.790009,0.553462,31858.7
139,0,0.001,15.1904,2000,2.51865,2.44235,3.25137,2.5998,527.25,489.938,1898.1,1763.78,14,7.75,1.52122e+06,112.185,152.848,700,700,0.209969,419.938,0.00553125,11.0625,20.9504,41900.9,272.875,-0.524576,-2.37268e-10,0.795275,0.557459,32103.4
140,0,0.001,15.1197,2000,2.51909,2.44339,3.25075,2.59968,526.812,491.562,1896.53,1769.62,14,8,1.52788e+06,113.062,153.769,700,700,0.210781,421.562,0.00562168,11.2434,20.985,41969.9,273.25,-0.520065,-1.94696e-11,0.796573,0.0683038,32346.5
141,0,0.001,14.4507,2000,2.49663,2.42762,3.24478,2.57002,525.562,487.938,1892.03,1756.58,14.75,9.5,1.48585e+06,115.276,156.164,700,700,0.207094,414.188,0.00503334,10.0667,21.0642,42128.4,272.375,-0.46427,-3.45281e-10,0.79736,0.429125,32579.3
142,0,0.001,16.0854,2000,2.51257,2.44188,3.24616,2.5877,527.062,489.625,1897.43,1762.65,16.6875,9.75,1.54588e+06,113.5,154.238,700,700,0.203094,406.188,0.0043997,8.79941,20.9862,41972.3,273.875,-0.393742,-1.98518e-10,0.795448,0.0825508,32837.8
143,0,0.001,16.1429,2000,2.437,2.37104,3.2073,2.50713,518.312,477.938,1865.93,1720.57,16.375,10,1.48345e+06,113.9,155.067,700,700,0.198031,396.062,0.00360727,7.21453,21.1801,42360.1,268.625,-0.341977,-8.63779e-10,0.794098,0.525798,33097.7
144,0,0.001,15.196,2000,2.56663,2.49217,3.26063,2.64586,536.5,496.562,1931.4,1787.62,18.9375,10.8125,1.53218e+06,109.899,150.44,700,700,0.200938,401.875,0.00402342,8.04685,20.8942,41788.4,278.312,-0.387413,1.44668e-10,0.791577,0.590795,33342.6
145,0,0.001,15.3652,2000,2.52464,2.45686,3.24808,2.59666,531.688,489.938,1914.08,1763.78,19,11.5625,1.50433e+06,111.816,152.562,700,700,0.197469,394.938,0.00347063,6.94126,20.9854,41970.8,275.438,-0.332799,-1.98459e-10,0.792072,0.504788,33590
146,0,0.001,14.7122,2000,2.57323,2.50435,3.27693,2.64654,537.375,498.875,1934.55,1795.95,16.125,10.5625,1.51068e+06,108.838,149.394,700,700,0.209125,418.25,0.0052175,10.435,20.9041,41808.1,278.312,-0.480769,4.98571e-11,0.791221,0.456589,33827
147,0,0.001,14.4049,2000,2.50868,2.4365,3.23412,2.58533,529.625,492,1906.65,1771.2,16.6875,9.125,1.54676e+06,113.161,154.167,700,700,0.204281,408.562,0.00444973,8.89945,21.1109,42221.9,274.688,-0.392971,1.55007e-09,0.793637,0.398073,34059
148,0,0.001,14.3028,2000,2.51555,2.4458,3.24756,2.58964,526.375,488.625,1894.95,1759.05,16.3125,9.75,1.5454e+06,113.725,154.392,700,700,0.203531,407.062,0.00431353,8.62706,20.9398,41879.5,272.875,-0.406437,-2.70737e-11,0.797144,0.419218,34289.3
149,0,0.001,13.9461,2000,2.51434,2.44094,3.24446,2.59259,526.562,488.375,1895.62,1758.15,15.25,9.3125,1.50199e+06,113.861,154.464,700,700,0.206062,412.125,0.00467374,9.34749,20.9455,41891,272.688,-0.444915,1.83796e-10,0.800096,0.466869,34514
150,0,0.001,14.2879,2000,2.53782,2.46589,3.25375,2.61429,533.438,494.438,1920.38,1779.97,16.3125,9.625,1.49117e+06,110.367,151.133,700,700,0.206437,412.875,0.00470496,9.40992,21.0025,42005,276.688,-0.436506,1.58832e-09,0.795297,0.529867,34744.2
151,0,0.001,14.3419,2000,2.50255,2.43115,3.24205,2.57838,528.188,488.5,1901.47,1758.6,17.375,9.8125,1.53478e+06,112.735,153.641,700,700,0.200813,401.625,0.00382022,7.64044,21.0621,42124.2,273.438,-0.353287,6.13641e-11,0.795231,0.479472,34975.3
152,0,0.001,14.0876,2000,2.51407,2.44202,3.24223,2.59064,530.25,492.062,1908.9,1771.42,14.875,8.625,1.50587e+06,112.016,152.953,700,700,0.208844,417.688,0.00502166,10.0433,21.0814,42162.9,274.312,-0.473437,1.19779e-10,0.791259,0.394996,35211.3
153,0,0.001,14.5174,2000,2.40728,2.33689,3.14992,2.48211,508.438,470.375,1830.38,1693.35,15.375,8.6875,1.52292e+06,119.856,161.336,700,700,0.19675,393.5,0.00314797,6.29593,21.3245,42649.1,264.25,-0.238944,1.84634e-10,0.792704,0.403013,35445
154,0,0.001,14.9306,2000,2.47816,2.40612,3.22071,2.55466,526.938,489.438,1896.97,1761.97,14.625,8.1875,1.52543e+06,114.551,155.847,700,700,0.208156,416.312,0.00486775,9.73549,21.2613,42522.6,273,-0.467435,-5.04093e-10,0.790817,0.508518,35685.6
155,0,0.001,14.1991,2000,2.53157,2.45742,3.25528,2.61047,531.438,493.062,1913.18,1775.03,16.1875,9.375,1.52564e+06,112.821,153.581,700,700,0.206062,412.125,0.0045202,9.0404,21.0044,42008.9,275.375,-0.418803,-1.37586e-10,0.78919,0.573223,35914.5
156,0,0.001,14.3375,2000,2.51219,2.43992,3.26388,2.58926,524,488.438,1886.4,1758.38,13.5,8.9375,1.54007e+06,113.472,154.043,700,700,0.210469,420.938,0.00517106,10.3421,20.9313,41862.6,271.188,-0.485786,-2.78634e-10,0.79349,0.489144,36145.5
157,0,0.001,14.3808,2000,2.47166,2.39789,3.22937,2.55015,521.188,485.188,1876.28,1746.68,13.625,7.6875,1.51017e+06,116.244,157.216,700,700,0.208531,417.062,0.00484986,9.69972,21.1144,42228.8,270.625,-0.435105,7.26278e-11,0.794246,0.31375,36377.1
158,0,0.001,14.5446,2000,2.45235,2.38065,3.23012,2.5288,515.812,477.562,1856.92,1719.22,15.1875,9.5625,1.48539e+06,119.139,159.933,700,700,0.200813,401.625,0.00364041,7.28082,21.0426,42085.2,267.625,-0.316437,2.68839e-11,0.799426,0.306576,36611.3
159,0,0.001,14.5589,2000,2.42508,2.34789,3.20241,2.50737,510.75,475.938,1838.7,1713.38,12.8125,6.6875,1.5195e+06,122.413,163.355,700,700,0.205937,411.875,0.00440792,8.81583,21.1166,42233.1,265.375,-0.406373,2.80498e-10,0.804158,0.311877,36854.7
160,0,0.001,14.7014,2000,2.31167,2.24008,3.14906,2.38828,487.375,452.188,1754.55,1627.88,13.75,8.1875,1.52961e+06,129.459,170.552,700,700,0.191719,383.438,0.00220181,4.40362,21.1891,42378.1,253.688,-0.187468,1.61629e-09,0.819595,0.331597,37091.4
161,0,0.001,14.3183,2000,2.34761,2.27077,3.17764,2.4299,493.062,456.75,1775.03,1644.3,14.125,8.1875,1.50472e+06,129.191,169.849,700,700,0.193062,386.125,0.00239678,4.79355,21.02,42039.9,256.562,-0.216027,-1.224e-10,0.820443,0.442845,37322.1
162,0,0.001,13.727,2000,2.32321,2.24753,3.16655,2.40449,486.5,452.25,1751.4,1628.1,13.0625,8.4375,1.52767e+06,134.11,174.691,700,700,0.193469,386.938,0.00244461,4.88921,21.0086,42017.2,252.875,-0.261807,1.60223e-09,0.827005,0.308182,37552.2
163,0,0.001,14.3611,2000,2.2735,2.19463,3.14625,2.35826,475,440.188,1710,1584.68,11.875,6.9375,1.47238e+06,140.52,180.909,700,700,0.190406,380.812,0.00196355,3.9271,20.9171,41834.2,247.562,-0.147999,-1.37445e-10,0.837421,0.288944,37783.4
164,0,0.001,14.4828,2000,2.23547,2.15917,3.13379,2.31759,466.5,432.562,1679.4,1557.22,10.625,6.75,1.51329e+06,142.168,182.528,700,700,0.189719,379.438,0.00184501,3.69002,20.915,41830.1,242.5,-0.145803,-2.72401e-11,0.842956,0.323351,38016.7
165,0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
