step,klcoef,lr,rollout_time,horizon,speed,speed_rl,speed_rl_std,speed_human,inflow,outflow,inflow_hourly,outflow_hourly,collisions,collisions_human,fuel,backlog_step,n_total_veh_step,flow_horizontal,flow_vertical,raw_reward_mean,raw_reward_sum,reward_mean,reward_sum,n_veh_step_mean,n_veh_step_sum,n_veh_unique,policy_loss,kl,entropy,gd_time,total_time
84,0,0.001,11.0464,2000,3.04164,2.89486,3.49387,3.20429,486.625,459,1751.85,1652.4,13.875,8.3125,1.5646e+06,136.97,168.405,700,700,0.194812,389.625,0.00196275,3.92551,16.5158,33031.6,253,-0.180689,2.52816e-10,0.82526,0.345823,15819.3
85,0,0.001,10.8594,2000,3.10841,2.94593,3.53182,3.29004,471.75,449.75,1698.3,1619.1,11.875,7.25,1.63319e+06,146.416,176.404,700,700,0.195188,390.375,0.00200323,4.00646,15.8225,31645.1,246.062,-0.169284,2.81155e-10,0.822,0.339629,15994
86,0,0.001,10.7237,2000,3.30331,3.13462,3.60329,3.49119,494.562,470.375,1780.42,1693.35,11.625,6.9375,1.5951e+06,132.425,162.033,700,700,0.206125,412.25,0.00380364,7.60727,15.5938,31187.7,256.688,-0.362805,-8.14704e-11,0.80728,0.377256,16166.7
87,0,0.001,10.8855,2000,3.26814,3.11823,3.54424,3.43283,512.938,483,1846.58,1738.8,15.625,8.125,1.60375e+06,122.462,153.731,700,700,0.202437,404.875,0.00314387,6.28774,16.3551,32710.1,265.875,-0.24385,3.13178e-11,0.795803,0.388271,16341.9
88,0,0.001,11.1528,2000,3.17882,3.05041,3.51855,3.31937,512.75,482.75,1845.9,1737.9,16.3125,10.4375,1.61452e+06,122.649,154.781,700,700,0.200594,401.188,0.00280349,5.60698,16.7556,33511.1,266.062,-0.198074,-3.94791e-10,0.789971,0.398111,16521.4
89,0,0.001,10.8869,2000,3.4373,3.27982,3.62342,3.61092,520.812,496.25,1874.93,1786.5,15.125,9,1.72374e+06,123.183,153.28,700,700,0.210312,420.625,0.00438992,8.77984,15.7694,31538.8,270.625,-0.418987,-1.7081e-10,0.779633,0.350577,16696.6
90,0,0.001,10.7567,2000,3.50086,3.34266,3.64284,3.67466,532.625,505.75,1917.45,1820.7,15.875,8.75,1.67053e+06,114.192,144.31,700,700,0.213188,426.375,0.00482761,9.65522,15.7605,31521.1,276.312,-0.47616,-1.05339e-10,0.791639,0.375642,16869.7
91,0,0.001,10.9459,2000,3.42458,3.28083,3.61454,3.58126,542.5,514.062,1953,1850.62,17,8.625,1.59254e+06,111.357,142.677,700,700,0.214531,429.062,0.00500781,10.0156,16.3268,32653.6,281.438,-0.470788,1.13847e-10,0.790035,0.33421,17045.9
92,0,0.001,10.6423,2000,3.50584,3.35271,3.65105,3.67443,530.688,500.625,1910.48,1802.25,17.5625,11,1.57721e+06,117.017,146.867,700,700,0.206406,412.812,0.00359692,7.19384,15.631,31261.9,274.875,-0.335063,4.50806e-11,0.796936,0.380506,17217.2
93,0,0.001,10.94,2000,3.25678,3.11168,3.53177,3.41639,500.875,475.188,1803.15,1710.68,15.4375,9.1875,1.72485e+06,126.743,157.856,700,700,0.199,398,0.00232069,4.64137,16.2785,32557.1,260.5,-0.109038,-1.49568e-10,0.798276,0.388467,17396.7
94,0,0.001,11.1843,2000,3.24938,3.13734,3.54399,3.37001,547.375,507,1970.55,1825.2,24.625,13.625,1.53331e+06,104.592,137.755,700,700,0.191938,383.875,0.00111157,2.22313,17.1684,34336.8,283.625,-0.060768,-2.06568e-10,0.777557,0.403302,17576.8
95,0,0.001,11.1149,2000,3.32321,3.19949,3.54422,3.45703,535.438,501.312,1927.58,1804.72,21.1875,11.25,1.63924e+06,111.124,143.478,700,700,0.197687,395.375,0.00205528,4.11056,16.7794,33558.9,277.312,-0.0863279,-1.8843e-10,0.774562,0.402926,17755.7
96,0,0.001,11.0991,2000,3.40422,3.28563,3.59428,3.53188,559.688,525.938,2014.88,1893.38,20.5,11.4375,1.64429e+06,101.812,134.171,700,700,0.211719,423.438,0.00436465,8.7293,16.767,33533.9,289.812,-0.43009,-1.89926e-09,0.743831,0.39478,17934.4
97,0,0.001,11.3036,2000,3.28384,3.17241,3.55198,3.40305,561.625,525.125,2021.85,1890.45,21.5,10.6875,1.57379e+06,100.526,134.122,700,700,0.208813,417.625,0.00383883,7.67766,17.3564,34712.8,290.375,-0.334883,2.59974e-10,0.748552,0.393342,18116.3
98,0,0.001,12.2125,2000,2.95854,2.88826,3.4321,3.03238,569.562,523.438,2050.43,1884.38,25.1875,13.0625,1.50171e+06,90.301,128.115,700,700,0.19875,397.5,0.00212681,4.25362,19.323,38645.9,293.875,-0.13109,-3.65953e-10,0.746284,0.375168,18312.9
99,0,0.001,11.9604,2000,3.02838,2.96169,3.4618,3.0985,587.75,539.812,2115.9,1943.33,28.75,16.3125,1.52168e+06,86.8737,124.68,700,700,0.198031,396.062,0.00197969,3.95938,19.3656,38731.1,303.438,-0.202364,1.9412e-10,0.740213,0.38931,18505.4
100,0,0.001,13.3809,2000,3.03579,2.97283,3.47366,3.10183,594.625,546.938,2140.65,1968.98,27.8125,15.875,1.52455e+06,82.0347,120.251,700,700,0.203937,407.875,-0.000341336,-0.682673,19.5551,39110.1,306.75,0.00440517,-3.45689e-11,0.732252,0.403763,
101,0,0.001,13.9503,2000,2.90325,2.84312,3.41882,2.96605,586.938,535.938,2112.98,1929.38,26.6875,13.375,1.41867e+06,82.1059,121.388,700,700,0.20125,402.5,7.61636e-05,0.152327,20.0251,40050.1,302.938,0.0757731,6.26819e-11,0.721041,0.35783,
102,0,0.001,14.043,2000,2.90192,2.84828,3.42646,2.95778,596.5,547.812,2147.4,1972.12,28.25,15.5,1.50219e+06,79.5141,119.347,700,700,0.203281,406.562,3.01348e-05,0.0602696,20.3147,40629.4,308.625,0.012587,-3.21048e-11,0.710865,0.223859,
103,0,0.001,14.2401,2000,3.0648,2.98925,3.47748,3.1441,590.062,546,2124.22,1965.6,24.625,12.3125,1.48547e+06,84.9093,122.571,700,700,0.211438,422.875,0.0010976,2.1952,19.2706,38541.2,304.875,-0.135048,8.03441e-11,0.719477,0.199335,
104,0,0.001,14.2697,2000,3.07984,3.0153,3.50393,3.1475,597.562,548.5,2151.22,1974.6,27.75,15.6875,1.47202e+06,80.4726,118.125,700,700,0.204875,409.75,-5.52886e-06,-0.0110577,19.2637,38527.4,307.812,-0.0187948,-6.29043e-11,0.71613,0.212018,
105,0,0.001,14.5145,2000,2.9421,2.88646,3.44166,2.99996,606.312,555.438,2182.72,1999.58,27.1875,14.125,1.42872e+06,74.7244,114.711,700,700,0.20975,419.5,0.000683159,1.36632,20.3755,40751.1,313.062,-0.0360554,2.62673e-10,0.707175,0.221443,
106,0,0.001,15.0268,2000,2.79029,2.7434,3.38674,2.83887,596.188,545.188,2146.27,1962.67,27.125,14.625,1.43686e+06,80.8425,122.14,700,700,0.204781,409.562,-9.43947e-05,-0.188789,21.0099,42019.9,307.75,0.0227075,-2.81236e-10,0.702479,0.240692,
107,0,0.001,15.1056,2000,2.79759,2.74661,3.36859,2.85043,601.062,552.5,2163.82,1989,25.1875,12.875,1.43231e+06,78.8213,120.462,700,700,0.213281,426.562,0.00103315,2.06631,21.1839,42367.8,310.625,-0.0788171,-1.45459e-10,0.700641,0.293525,
108,0,0.001,14.8982,2000,2.52679,2.4921,3.23982,2.56252,561.438,509.25,2021.17,1833.3,26.3125,14,1.40995e+06,88.1005,131.341,700,700,0.188844,377.688,-0.0024084,-4.81681,21.9335,43866.9,290.875,0.303698,-5.02849e-10,0.67944,0.256581,
109,0,0.001,14.596,2000,2.78327,2.73302,3.34629,2.83544,582.562,530.25,2097.22,1908.9,26.6875,13.75,1.39082e+06,84.4719,125.319,700,700,0.198406,396.812,-0.000914329,-1.82866,20.7941,41588.1,300.875,0.137542,-1.63951e-11,0.690541,0.244141,
110,0,0.001,15.0107,2000,2.73838,2.70613,3.36184,2.77152,608.438,554.625,2190.38,1996.65,28.875,15.5,1.44351e+06,72.6474,115.526,700,700,0.205125,410.25,0.000184252,0.368504,21.7235,43447,313.812,-0.00303539,-1.21034e-10,0.652978,0.247809,
111,0,0.001,15.3345,2000,2.57294,2.54379,3.17918,2.60276,579.5,523.812,2086.2,1885.72,29.625,15.25,1.44615e+06,88.0641,131.983,700,700,0.187844,375.688,-0.00220227,-4.40455,22.1609,44321.8,299.125,0.260184,-5.34446e-10,0.628035,0.269057,
112,0,0.001,15.2192,2000,2.72242,2.6826,3.33976,2.76329,603.125,548.75,2171.25,1975.5,28.8125,13.625,1.41163e+06,70.675,113.652,700,700,0.202344,404.688,-6.27545e-05,-0.125509,21.7434,43486.8,311.25,0.0131036,-9.71146e-11,0.639205,0.243631,
113,0,0.001,15.2345,2000,2.69057,2.66048,3.33379,2.7214,613.438,552.562,2208.38,1989.22,34.4375,17.5625,1.39926e+06,72.1696,115.971,700,700,0.190187,380.375,-0.0016654,-3.3308,22.1525,44304.9,316.5,0.179471,-1.3369e-10,0.591871,0.265073,
114,0,0.001,15.3363,2000,2.61811,2.58681,3.28554,2.65007,596.062,537.25,2145.82,1934.1,32,15.125,1.42522e+06,75.9439,119.965,700,700,0.188625,377.25,-0.00176797,-3.53594,22.2009,44401.8,307.438,0.201106,8.85712e-11,0.592332,0.249617,
115,0,0.001,15.5301,2000,2.64308,2.61116,3.30546,2.67567,608.75,553,2191.5,1990.8,29.625,14.1875,1.38894e+06,73.6405,117.97,700,700,0.202437,404.875,0.000179528,0.359057,22.39,44780.1,314.188,0.0154765,-7.14869e-11,0.58433,0.44414,
116,0,0.001,15.4762,2000,2.88874,2.84927,3.42118,2.92927,628,572.438,2260.8,2060.78,29.5,14.9375,1.42034e+06,64.9049,106.924,700,700,0.212469,424.938,0.00151792,3.03584,21.2799,42559.8,322.625,-0.120811,2.27826e-11,0.621781,0.324414,
117,0,0.001,15.0515,2000,2.84478,2.80099,3.4176,2.88998,607.5,552.375,2187,1988.55,30.375,15.8125,1.42318e+06,74.2798,115.567,700,700,0.20025,400.5,-0.000184475,-0.36895,20.9621,41924.1,312.688,0.0223362,5.11043e-11,0.652418,0.284659,
118,0,0.001,15.8436,2000,2.75056,2.70003,3.34509,2.80301,575.375,524.75,2071.35,1889.1,29.125,14.9375,1.48016e+06,87.1971,127.979,700,700,0.189562,379.125,-0.00165443,-3.30885,20.731,41461.9,297.875,0.201402,2.98769e-10,0.686737,0.292354,
119,0,0.001,15.8599,2000,2.74037,2.69501,3.34737,2.78727,579.688,530.312,2086.88,1909.12,25.875,13.125,1.46596e+06,85.0291,126.414,700,700,0.200469,400.938,-6.34906e-05,-0.126981,21.0078,42015.7,299.688,0.0636508,-3.18092e-10,0.672962,0.269547,
120,0,0.001,16.2433,2000,2.73432,2.70254,3.3722,2.76689,605.625,548.438,2180.25,1974.38,30.4375,15.5625,1.38746e+06,69.8633,112.492,700,700,0.198125,396.25,-0.000360145,-0.72029,21.5599,43119.9,311.875,0.0301853,-3.51272e-10,0.625352,0.293252,
121,0,0.001,16.486,2000,2.63789,2.60753,3.31331,2.66895,600.25,542.188,2160.9,1951.88,31.1875,15.6875,1.39008e+06,73.6202,117.431,700,700,0.193125,386.25,-0.00105225,-2.1045,22.1395,44279,310,0.149279,-3.57796e-10,0.606411,0.411141,
122,0,0.001,15.3971,2000,2.34938,2.31944,3.08625,2.38012,527.438,472.75,1898.78,1701.9,27.4375,14.0625,1.44005e+06,105.762,149.805,700,700,0.167781,335.562,-0.00431813,-8.63626,22.3084,44616.8,273.375,0.537281,-9.35925e-11,0.638426,0.265834,
123,0,0.001,14.7178,2000,2.84802,2.79794,3.40968,2.89977,601.938,548.5,2166.97,1974.6,29.3125,14.5,1.43051e+06,74.4827,115.342,700,700,0.200969,401.938,0.000269353,0.538706,20.7535,41507.1,310.625,0.0133113,1.63906e-09,0.667056,0.270114,
124,0,0.001,14.7522,2000,2.85108,2.80099,3.4067,2.90304,599.438,546.875,2157.97,1968.75,29.1875,15.6875,1.44541e+06,78.5423,119.207,700,700,0.200469,400.938,0.000158159,0.316318,20.6986,41397.2,308.938,-0.0208637,-1.4862e-11,0.675472,0.268789,
125,0,0.001,14.5531,2000,2.87387,2.81673,3.4254,2.93362,576,530.625,2073.6,1910.25,24.625,12.875,1.51644e+06,88.3317,127.455,700,700,0.20375,407.5,0.000604954,1.20991,19.9322,39864.4,297.812,0.0230712,1.69465e-10,0.690075,0.339637,
126,0,0.001,14.6939,2000,2.82905,2.7754,3.41152,2.88495,578.75,533.125,2083.5,1919.25,24.3125,13.25,1.51687e+06,85.0497,124.91,700,700,0.205781,411.562,0.000870089,1.74018,20.3227,40645.4,299.25,-0.0753792,4.14542e-10,0.676203,0.291043,
127,0,0.001,15.2885,2000,2.68532,2.63694,3.32916,2.7355,570.688,520.312,2054.47,1873.12,26.3125,13.75,1.46231e+06,85.3808,126.823,700,700,0.194375,388.75,-0.000705022,-1.41004,21.0947,42189.5,294.812,0.0935771,-1.31722e-10,0.671059,0.280203,
128,0,0.001,15.4399,2000,2.78234,2.73782,3.37756,2.82849,595.938,545.562,2145.38,1964.03,27.625,15.1875,1.43279e+06,80.2707,121.76,700,700,0.203719,407.438,0.000570985,1.14197,21.1118,42223.7,308.5,-0.0324513,-1.67632e-09,0.671883,0.265745,
129,0,0.001,15.2301,2000,2.8024,2.75163,3.39638,2.8551,591.062,539.625,2127.83,1942.65,26,13.6875,1.39439e+06,79.5286,120.356,700,700,0.204813,409.625,0.000697675,1.39535,20.7863,41572.6,304.812,-0.0681066,2.58253e-11,0.669371,0.287467,
130,0,0.001,15.8864,2000,2.61733,2.58087,3.20317,2.65495,573.938,519.688,2066.18,1870.88,28.25,15.375,1.41536e+06,90.3587,133.264,700,700,0.189219,378.438,-0.00138119,-2.76237,21.8137,43627.4,296.562,0.215449,-1.16831e-10,0.650961,0.289383,
131,0,0.001,14.1449,2000,2.44101,2.40706,3.20279,2.47587,564.312,510.25,2031.53,1836.9,26.5625,12.9375,1.38499e+06,87.4319,132.013,700,700,0.188719,377.438,-0.00143034,-2.86068,22.5364,45072.8,292.438,0.193875,-1.69707e-10,0.639984,0.540977,
132,0,0.001,13.0729,2000,2.8354,2.78827,3.39698,2.88425,603.5,549.25,2172.6,1977.3,30,16.125,1.43362e+06,76.9702,118.064,700,700,0.199625,399.25,6.68198e-05,0.13364,20.9066,41813.2,311.438,0.00899935,-1.53664e-10,0.669366,0.503625,
133,0,0.001,12.6796,2000,2.73025,2.6828,3.32285,2.77944,574.312,525.375,2067.53,1891.35,25.6875,12.9375,1.47777e+06,88.0236,129.258,700,700,0.198469,396.938,-0.000102908,-0.205815,20.9189,41837.8,297.25,0.0683335,-9.42846e-11,0.677641,0.371183,
134,0,0.001,12.1048,2000,3.0495,2.98002,3.48661,3.1224,594.5,550,2140.2,1980,25.9375,14,1.5276e+06,83.0446,121.112,700,700,0.210156,420.312,0.0014813,2.9626,19.4774,38954.8,307.375,-0.139926,-1.93897e-09,0.668186,0.909658,
135,0,0.001,11.8226,2000,3.15037,3.06939,3.53499,3.23588,585.562,541.25,2108.03,1948.5,23.75,12.875,1.44231e+06,86.919,123.229,700,700,0.21125,422.5,0.0015906,3.18121,18.6393,37278.7,302.375,-0.140961,1.6416e-10,0.668376,0.373971,
136,0,0.001,11.6621,2000,3.31037,3.20823,3.57945,3.41935,577.75,534.125,2079.9,1922.85,27.25,14.75,1.53323e+06,92.5671,126.706,700,700,0.198937,397.875,-0.000105529,-0.211057,17.6112,35222.5,298.688,0.00955543,-2.17779e-10,0.666564,0.394424,
137,0,0.001,12.259,2000,3.27305,3.17429,3.5751,3.37846,570.812,529.438,2054.93,1905.97,24.8125,14.0625,1.54541e+06,96.8761,130.957,700,700,0.202688,405.375,0.000396687,0.793374,17.5892,35178.3,295,-0.0356971,2.26536e-10,0.67893,0.391397,
138,0,0.001,12.0679,2000,3.23287,3.12395,3.534,3.34978,541.062,504.688,1947.83,1816.88,20.4375,10.9375,1.54635e+06,107.627,141.095,700,700,0.20125,402.5,0.00019706,0.394121,17.3042,34608.4,280.375,0.0609459,2.34718e-09,0.67312,0.37286,
139,0,0.001,11.9703,2000,3.43222,3.32002,3.63493,3.55262,569.75,532.562,2051.1,1917.22,22.75,13,1.53818e+06,98.8176,131.433,700,700,0.209406,418.812,0.00129394,2.58788,16.8772,33754.4,295,-0.143998,1.80755e-10,0.677569,0.485852,
140,0,0.001,13.0998,2000,3.31387,3.20867,3.58915,3.42629,575,534.25,2070,1923.3,23.5,12.6875,1.49732e+06,92.0784,126.016,700,700,0.208375,416.75,0.00112837,2.25674,17.5245,35048.9,297.375,-0.109565,-4.84682e-10,0.678834,0.434565,
141,0,0.001,12.3761,2000,3.3581,3.24856,3.60684,3.4755,566.188,528.125,2038.28,1901.25,21.875,11.9375,1.52256e+06,99.0742,132.168,700,700,0.209375,418.75,0.0012426,2.4852,17.1098,34219.5,293.062,-0.113286,-1.54615e-10,0.661954,0.418737,
142,0,0.001,13.2387,2000,3.02351,2.93469,3.4461,3.11785,550.625,511.25,1982.25,1840.5,22.0625,11.625,1.53924e+06,103.649,139.914,700,700,0.200469,400.938,-1.49898e-05,-0.0299797,18.6369,37273.9,285.562,0.0729017,1.34442e-10,0.664155,0.363168,
143,0,0.001,13.2799,2000,3.04504,2.95199,3.52681,3.14419,540.375,498.812,1945.35,1795.72,20.3125,11.0625,1.43105e+06,97.918,132.739,700,700,0.198625,397.25,-0.0002485,-0.497,17.9488,35897.5,279.312,0.123052,-1.61183e-10,0.650941,0.356668,
144,0,0.001,12.2618,2000,3.48332,3.36799,3.67265,3.60683,567.438,529.688,2042.78,1906.88,23.25,12.1875,1.60776e+06,95.2855,127.402,700,700,0.206719,413.438,0.000856481,1.71296,16.5926,33185.1,293.375,-0.0228875,-1.26627e-10,0.629548,0.41606,
145,0,0.001,13.5796,2000,3.19023,3.11126,3.57621,3.2737,583.5,538.562,2100.6,1938.82,25.9375,14.8125,1.5087e+06,86.9167,122.733,700,700,0.204437,408.875,0.000532575,1.06515,18.3932,36786.4,301.312,-0.0426277,1.90295e-11,0.637015,0.338993,
146,0,0.001,13.2339,2000,2.79541,2.72847,3.24159,2.8658,529.562,481.438,1906.42,1733.17,26.5625,14.375,1.48299e+06,110.845,149.175,700,700,0.174313,348.625,-0.00361767,-7.23534,19.5974,39194.8,274.75,0.490124,2.27996e-10,0.646919,0.439988,
147,0,0.001,13.6035,2000,2.78029,2.72643,3.34686,2.83648,565.25,518.812,2034.9,1867.72,25.125,13.75,1.47053e+06,95.6879,135.843,700,700,0.196594,393.188,-0.000477238,-0.954476,20.499,40998,293.125,0.116455,-3.63936e-10,0.63786,0.353138,
148,0,0.001,13.028,2000,3.16751,3.09712,3.55156,3.24141,599.188,554.438,2157.08,1995.97,26.3125,14.5,1.57347e+06,80.1177,117.131,700,700,0.211438,422.875,0.00155442,3.10883,18.9463,37892.7,309.125,-0.148226,-1.1083e-11,0.626485,0.292799,
149,0,0.001,13.0824,2000,3.01637,2.94486,3.47576,3.09175,573.562,525.188,2064.82,1890.68,28.25,15.6875,1.50879e+06,90.2506,127.488,700,700,0.191969,383.938,-0.00112461,-2.24922,19.1065,38212.9,296.062,0.154883,1.60382e-10,0.633568,0.482881,
150,0,0.001,13.5856,2000,3.01179,2.94209,3.51059,3.08539,562.938,521.375,2026.57,1876.95,22.875,13,1.55944e+06,94.3336,131.179,700,700,0.2035,407,0.000460751,0.921502,18.8588,37717.6,291.312,0.0368125,-3.37885e-11,0.632861,0.518596,
151,0,0.001,13.1977,2000,3.05041,2.97039,3.49944,3.13472,573.188,528.562,2063.47,1902.82,26.4375,13.6875,1.52703e+06,91.085,127.85,700,700,0.198188,396.375,-0.000259355,-0.518709,18.8565,37713,296.688,0.0209428,-1.09913e-10,0.628589,0.428436,
152,0,0.001,13.6292,2000,3.05243,2.98191,3.49642,3.12634,592.062,548.688,2131.43,1975.28,25.25,13.1875,1.53666e+06,84.017,121.949,700,700,0.211219,422.438,0.00150729,3.01459,19.4044,38808.8,306.062,-0.158149,2.49641e-10,0.638472,0.414584,
153,0,0.001,14.0232,2000,2.85333,2.78797,3.36395,2.9218,562.875,517.312,2026.35,1862.33,24.5625,12.6875,1.50194e+06,97.3884,136.471,700,700,0.19725,394.5,-0.00040863,-0.81726,19.9812,39962.3,291.188,0.087447,2.11108e-10,0.631442,0.467268,
154,0,0.001,13.3866,2000,3.02681,2.95747,3.50427,3.09959,589.938,541.938,2123.78,1950.97,26.0625,13.9375,1.47132e+06,84.0739,121.936,700,700,0.205813,411.625,0.000757585,1.51517,19.3813,38762.6,304,-0.0636161,-3.09422e-10,0.627154,0.481472,
155,0,0.001,13.6524,2000,2.87,2.81747,3.42925,2.92461,598.25,546.625,2153.7,1967.85,27.9375,14.9375,1.41381e+06,80.6225,121.032,700,700,0.203469,406.938,0.000419955,0.839909,20.5854,41170.8,309.062,-0.0410857,-6.06907e-11,0.629584,0.384524,
156,0,0.001,12.7182,2000,2.91446,2.85765,3.45636,2.97382,592.25,544.812,2132.1,1961.33,26.5625,14.75,1.50094e+06,82.3943,121.929,700,700,0.206,412,0.000772599,1.5452,20.1964,40392.8,306,-0.0530314,-3.04657e-11,0.631707,0.445945,
157,0,0.001,12.8893,2000,3.17971,3.09735,3.55028,3.26644,590.188,549.875,2124.68,1979.55,23.375,12,1.5496e+06,85.2874,121.763,700,700,0.2165,433,0.00219334,4.38667,18.699,37398.1,305.438,-0.199348,4.36011e-10,0.629416,0.497115,
158,0,0.001,13.2591,2000,3.0975,3.01688,3.51318,3.1826,584.312,540.75,2103.52,1946.7,26.8125,14.3125,1.57788e+06,89.7928,126.621,700,700,0.203344,406.688,0.000348959,0.697918,18.9045,37809.1,302.312,0.00153004,-3.65708e-11,0.645424,0.35491,
159,0,0.001,13.5067,2000,3.0015,2.93575,3.49885,3.07042,588.562,544.562,2118.82,1960.42,22.375,12.125,1.4465e+06,85.7611,123.962,700,700,0.216344,432.688,0.00212662,4.25324,19.5457,39091.4,303.875,-0.167332,-1.84704e-11,0.644729,0.442076,
160,0,0.001,13.4854,2000,3.10126,3.02843,3.53828,3.17788,593.75,549.438,2137.5,1977.97,24.5,13.3125,1.48959e+06,82.8204,120.158,700,700,0.213469,426.938,0.00170663,3.41326,19.1311,38262.2,306.625,-0.145794,1.39795e-10,0.638577,0.411416,
161,0,0.001,13.622,2000,2.87979,2.81171,3.37359,2.95159,557.062,511.25,2005.43,1840.5,25.875,14.6875,1.5203e+06,97.6862,136.066,700,700,0.190937,381.875,-0.00142303,-2.84606,19.6799,39359.8,288.375,0.221605,1.51333e-10,0.639545,0.418722,
162,0,0.001,14.053,2000,2.65859,2.60842,3.30078,2.71075,557.812,512.562,2008.12,1845.22,21.0625,11.3125,1.46441e+06,92.4523,133.811,700,700,0.203625,407.25,0.000338747,0.677493,21.0631,42126.2,288.5,0.0614597,-1.43323e-10,0.642845,0.232787,
163,0,0.001,14.1608,2000,2.83673,2.78605,3.40078,2.88909,612.938,561,2206.57,2019.6,28.5,13.6875,1.48452e+06,71.1926,113.035,700,700,0.20925,418.5,0.00111588,2.23177,21.2578,42515.7,316.062,-0.0935234,-2.99022e-10,0.628371,0.48286,
164,0,0.001,13.7588,2000,2.86925,2.81161,3.42797,2.92935,592,544.625,2131.2,1960.65,25.6875,13.75,1.46721e+06,82.5133,122.584,700,700,0.208094,416.188,0.000936428,1.87286,20.451,40901.9,305.875,-0.0977304,5.73428e-11,0.653422,0.446729,
165,0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
