,step,id,type,speed,lane_id,lane_position,fuel
59,602,f_right_1.78,human,10.231703136809022,e_n_100.200_n_200.200_0,14.147730347459607,1.2490181935949645
60,602,f_up_0.55,human,1.2559785118048366,e_n_100.0_n_100.100_0,69.9125502946831,0.0
61,602,f_right_0.79,human,0.2276600003814948,:n_100.100_1_0,0.6390479184439263,0.0
62,602,f_right_1.79,human,9.748161764760969,:n_100.200_1_0,6.080229079462898,1.1785263652083537
63,602,f_up_0.56,human,1.7051349953672774,e_n_100.0_n_100.100_0,61.02740936594378,0.0
64,602,f_right_0.80,rl,2.25,e_n_0.100_n_100.100_0,58.86743608040322,1.3980686114854743
65,602,f_right_1.80,rl,9.24444860686328,e_n_0.200_n_100.200_0,86.41394130725624,0.0
66,602,f_right_0.81,human,1.8591138622209578,e_n_0.100_n_100.100_0,49.19913295078839,0.0
67,602,f_right_1.81,human,9.620180871119267,e_n_0.200_n_100.200_0,65.98189831574253,0.0
68,602,f_up_0.57,rl,7.909652962176456,e_n_100.0_n_100.100_0,42.30706057345521,0.0
69,602,f_right_0.82,human,6.841530036568983,e_n_0.100_n_100.100_0,33.13278071077344,0.0
70,602,f_right_1.82,human,10.823558117443696,e_n_0.200_n_100.200_0,37.38871091410837,2.5111684350583543
71,602,f_up_0.58,human,4.903503634188164,e_n_100.0_n_100.100_0,11.312179128784912,2.1929190418819564
72,602,f_right_0.83,rl,2.25,e_n_0.100_n_100.100_0,7.35,1.3980686114854743
73,602,f_right_1.83,rl,2.25,e_n_0.200_n_100.200_0,7.35,1.3980686114854743
74,603,f_up_0.51,rl,6.653657943367828,e_n_100.100_n_100.200_0,5.273017220593077,2.024867090691689
75,603,f_up_0.52,human,1.8146567195667693,e_n_100.0_n_100.100_0,99.50426870778966,0.0
76,603,f_up_0.53,human,2.6700115621752225,e_n_100.0_n_100.100_0,89.55554121057573,1.205865024723462
77,603,f_right_1.76,human,11.576692124160457,e_n_100.200_n_200.200_0,66.88029043572016,1.2414593974062376
78,603,f_right_0.77,rl,13.894831347301935,e_n_100.100_n_200.100_0,73.29297336340044,3.3400923311198243
79,603,f_right_1.77,rl,10.973152457953393,e_n_100.200_n_200.200_0,42.3511257695238,1.1433386074661025
80,603,f_up_0.54,rl,1.7499634218280684,e_n_100.0_n_100.100_0,79.5605635549675,1.2022394886994365
81,603,f_right_0.78,human,11.852907644875723,e_n_100.100_n_200.100_0,44.5646200294848,1.4154139115995414
82,603,f_right_1.78,human,10.226559486863064,e_n_100.200_n_200.200_0,19.26101009089114,0.0
83,603,f_up_0.55,human,1.2314155334095338,e_n_100.0_n_100.100_0,70.52825806138787,0.0
84,603,f_right_0.79,human,1.5276600003814949,:n_100.100_1_0,1.4028779186346738,1.4960353014233279
85,603,f_right_1.79,human,9.881934212287797,:n_100.200_1_0,11.021196185606797,1.2028826616785395
86,603,f_up_0.56,human,1.4368320473209715,e_n_100.0_n_100.100_0,61.74582538960427,0.0
87,603,f_right_0.80,rl,3.0,e_n_0.100_n_100.100_0,60.36743608040322,1.4955735250074873
88,603,f_right_1.80,rl,9.376238331552965,e_n_0.200_n_100.200_0,91.10206047303272,1.1789012586370642
89,603,f_right_0.81,human,2.2707039964794973,e_n_0.100_n_100.100_0,50.33448494902814,1.228509036459164
90,603,f_right_1.81,human,9.579442609150723,e_n_0.200_n_100.200_0,70.77161962031789,0.0
91,603,f_up_0.57,rl,6.994426871872873,e_n_100.0_n_100.100_0,45.80427400939165,0.0
92,603,f_right_0.82,human,5.7954487131393355,e_n_0.100_n_100.100_0,36.03050506734311,0.0
93,603,f_right_1.82,human,11.207276953281847,e_n_0.200_n_100.200_0,42.9923493907493,1.8907408751904755
94,603,f_up_0.58,human,5.986575302489807,e_n_100.0_n_100.100_0,14.305466780029816,2.368340220051892
95,603,f_right_0.83,rl,3.0,e_n_0.100_n_100.100_0,8.85,1.4955735250074873
96,603,f_right_1.83,rl,3.0,e_n_0.200_n_100.200_0,8.85,1.4955735250074873
97,604,f_up_0.51,rl,7.403657943367828,e_n_100.100_n_100.200_0,8.974846192276992,2.1446623078421365
98,604,f_up_0.52,human,1.3815329959579443,:n_100.100_0_0,0.1950352057686331,0.0
99,604,f_up_0.53,human,2.3687472079734415,e_n_100.0_n_100.100_0,90.73991481456244,0.0
100,604,f_right_1.76,human,12.045753048337547,e_n_100.200_n_200.200_0,72.90316695988894,2.2122344497303383
101,604,f_right_0.77,rl,14.58340180665461,e_n_100.100_n_200.100_0,80.58467426672775,3.282828875643692
102,604,f_right_1.77,rl,10.960288109228902,e_n_100.200_n_200.200_0,47.831269824138246,0.0
103,604,f_up_0.54,rl,2.0919044537120195,e_n_100.0_n_100.100_0,80.60651578182352,1.186708381564804
104,604,f_right_0.78,human,11.943622177698883,e_n_100.100_n_200.100_0,50.53643111833424,1.1862861684175132
105,604,f_right_1.78,human,10.317373753674367,e_n_100.200_n_200.200_0,24.419696967728324,1.122006021699945
106,604,f_up_0.55,human,1.4896764711889794,e_n_100.0_n_100.100_0,71.27309629698236,1.1389405614401555
107,604,f_right_0.79,human,2.8276600003814947,:n_100.100_1_0,2.816707918825421,1.8213462144335628
108,604,f_right_1.79,human,10.00641089492788,e_n_100.200_n_200.200_0,4.824401633070739,1.1871802981801274
109,604,f_up_0.56,human,1.3162083262477615,e_n_100.0_n_100.100_0,62.40392955272815,0.0
110,604,f_right_0.80,rl,3.75,e_n_0.100_n_100.100_0,62.24243608040322,1.596874766022761
111,604,f_right_1.80,rl,9.47634203253856,e_n_0.200_n_100.200_0,95.840231489302,1.1153540950552636
112,604,f_right_0.81,human,2.6134146589664446,e_n_0.100_n_100.100_0,51.64119227851136,1.2063115449676314
113,604,f_right_1.81,human,9.578046263666094,e_n_0.200_n_100.200_0,75.56064275215094,0.0
114,604,f_up_0.57,rl,5.604365120573565,e_n_100.0_n_100.100_0,48.60645656967843,0.0
115,604,f_right_0.82,human,5.1180211636097965,e_n_0.100_n_100.100_0,38.589515649148005,0.0
116,604,f_right_1.82,human,11.390724738931944,e_n_0.200_n_100.200_0,48.687711760215265,1.3990612753837068
117,604,f_up_0.58,human,7.204748522253345,e_n_100.0_n_100.100_0,17.907841041156487,2.8684061612006873
118,604,f_right_0.83,rl,3.75,e_n_0.100_n_100.100_0,10.725,1.596874766022761
119,604,f_right_1.83,rl,3.75,e_n_0.200_n_100.200_0,10.725,1.596874766022761
120,605,f_up_0.51,rl,8.15365794336783,e_n_100.100_n_100.200_0,13.051675163960907,2.2682538524858478
121,605,f_up_0.52,human,0.8499070119948734,:n_100.100_0_0,0.6199887117660698,0.0
122,605,f_up_0.53,human,1.8981768954578095,e_n_100.0_n_100.100_0,91.68900326229135,0.0
123,605,f_right_1.76,human,12.045753048337547,e_n_100.200_n_200.200_0,78.92604348405771,0.9460600840979809
124,605,f_right_0.77,rl,14.58340180665461,e_n_100.100_n_200.100_0,87.87637517005506,1.0325438243534952
125,605,f_right_1.77,rl,10.982955340326697,e_n_100.200_n_200.200_0,53.322747494301595,0.9785413141329459
126,605,f_up_0.54,rl,2.315897701212276,e_n_100.0_n_100.100_0,81.76446463242965,1.1334972274221158
127,605,f_right_0.78,human,12.126898388425737,e_n_100.100_n_200.100_0,56.599880312547114,1.4462180196385783
128,605,f_right_1.78,human,10.430156793370097,e_n_100.200_n_200.200_0,29.634775364413372,1.1772548662322468
129,605,f_up_0.55,human,1.7731501487401786,e_n_100.0_n_100.100_0,72.15967137135245,1.1526738304526767
130,605,f_right_0.79,human,4.1276600003814945,:n_100.100_1_0,4.880537919016168,2.1580629824902196
131,605,f_right_1.79,human,10.171361409205057,e_n_100.200_n_200.200_0,9.910082337673266,1.286065729250609
132,605,f_up_0.56,human,1.35606883758936,e_n_100.0_n_100.100_0,63.08196397152283,1.0710086386940867
133,605,f_right_0.80,rl,2.0,e_n_0.100_n_100.100_0,63.24243608040322,0.0
134,605,f_right_1.80,rl,9.55061689006566,:n_100.200_1_0,0.6155399343348336,1.062366328414277
135,605,f_right_0.81,human,2.9919159002020055,e_n_0.100_n_100.100_0,53.13715022861236,1.2454233330376059
136,605,f_right_1.81,human,9.477708186971295,e_n_0.200_n_100.200_0,80.29949684563658,0.0
137,605,f_up_0.57,rl,4.735509683594563,e_n_100.0_n_100.100_0,50.97421141147571,0.0
138,605,f_right_0.82,human,4.540827785243055,e_n_0.100_n_100.100_0,40.85992954176953,0.0
139,605,f_right_1.82,human,11.537718934234565,e_n_0.200_n_100.200_0,54.456571227332546,1.3140260652468345
140,605,f_up_0.58,human,8.251735809870384,e_n_100.0_n_100.100_0,22.03370894609168,2.833875106304511
141,605,f_right_0.83,rl,4.5,e_n_0.100_n_100.100_0,12.975,1.7019723345312963
142,605,f_right_1.83,rl,4.5,e_n_0.200_n_100.200_0,12.975,1.7019723345312963
143,606,f_up_0.51,rl,8.90365794336783,e_n_100.100_n_100.200_0,17.50350413564482,2.3956417246228168
144,606,f_up_0.52,human,0.574647672294388,:n_100.100_0_0,0.9073125479132638,0.0
145,606,f_up_0.53,human,1.4073884864011434,e_n_100.0_n_100.100_0,92.39269750549192,0.0
146,606,f_right_1.76,human,12.045753048337547,e_n_100.200_n_200.200_0,84.9489200082265,0.9460600840979809
147,606,f_right_0.77,rl,14.58340180665461,e_n_100.100_n_200.100_0,95.16807607338237,1.0325438243534952
148,606,f_right_1.77,rl,11.134701191647025,e_n_100.200_n_200.200_0,58.89009809012511,1.3042530414783624
149,606,f_up_0.54,rl,2.3043063499731784,e_n_100.0_n_100.100_0,82.91661780741624,0.0
150,606,f_right_0.78,human,12.325455609346735,e_n_100.100_n_200.100_0,62.76260811722048,1.501888420905099
151,606,f_right_1.78,human,10.441696407842146,e_n_100.200_n_200.200_0,34.855623568334444,0.9408138876178035
152,606,f_up_0.55,human,1.9186143224348113,e_n_100.0_n_100.100_0,73.11897853256986,1.0962753788856934
153,606,f_right_0.79,human,5.351937322874402,:n_100.100_1_0,7.5565065804533695,2.3947782202425922
154,606,f_right_1.79,human,10.264621057494061,e_n_100.200_n_200.200_0,15.042392866420297,1.1258360776470795
155,606,f_up_0.56,human,1.5044687151645824,e_n_100.0_n_100.100_0,63.83419832910512,1.102082172868212
156,606,f_right_0.80,rl,2.75,e_n_0.100_n_100.100_0,64.61743608040322,1.4626500730008984
157,606,f_right_1.80,rl,9.604398182091849,:n_100.200_1_0,5.417739025380758,1.0196298620962165
158,606,f_right_0.81,human,2.567209976418373,e_n_0.100_n_100.100_0,54.42075521682155,0.0
159,606,f_right_1.81,human,9.42568401775494,e_n_0.200_n_100.200_0,85.01233885451406,0.0
160,606,f_up_0.57,rl,3.7648079088323643,e_n_100.0_n_100.100_0,52.85661536589189,0.0
161,606,f_right_0.82,human,4.184792149194902,e_n_0.100_n_100.100_0,42.952325616366984,0.0
162,606,f_right_1.82,human,11.488273509182555,e_n_0.200_n_100.200_0,60.20070798192383,0.0
163,606,f_up_0.58,human,8.761748480269977,e_n_100.0_n_100.100_0,26.41458318622667,1.900042662351365
164,606,f_right_0.83,rl,5.25,e_n_0.100_n_100.100_0,15.6,1.8108662305330936
165,606,f_right_1.83,rl,5.25,e_n_0.200_n_100.200_0,15.6,1.8108662305330936
166,606,f_right_0.84,human,0.0,e_n_0.100_n_100.100_0,5.1,1.1283318358790055
167,606,f_right_1.84,human,0.0,e_n_0.200_n_100.200_0,5.1,1.1283318358790055
168,607,f_up_0.51,rl,9.65365794336783,e_n_100.100_n_100.200_0,22.330333107328734,2.5268259242530493
169,607,f_up_0.52,human,0.3396268601378529,:n_100.100_0_0,1.0771259779821902,0.0
170,607,f_up_0.53,human,1.0238046923322663,e_n_100.0_n_100.100_0,92.90459985165806,0.0
171,607,f_right_1.76,human,12.045753048337547,e_n_100.200_n_200.200_0,90.97179653239527,0.9460600840979809
172,607,f_right_1.77,rl,11.239412599020595,e_n_100.200_n_200.200_0,64.5098043896354,1.1914138958538194
173,607,f_up_0.54,rl,1.895815655389579,e_n_100.0_n_100.100_0,83.86452563511104,0.0
174,607,f_right_0.78,human,12.419168281387174,e_n_100.100_n_200.100_0,68.97219225791407,1.2168671733066079
175,607,f_right_1.78,human,10.538828254678315,e_n_100.200_n_200.200_0,40.1250376956736,1.1446660783274085
176,607,f_up_0.55,human,2.1181794889361774,e_n_100.0_n_100.100_0,74.17806827703794,1.1200476690288157
177,607,f_right_0.79,human,6.557744674111379,:n_100.100_1_0,10.83537891750906,2.6796533208240674
178,607,f_right_1.79,human,10.30690905744426,e_n_100.200_n_200.200_0,20.195847395142426,1.0095665290409763
179,607,f_up_0.56,human,1.7274177607129855,e_n_100.0_n_100.100_0,64.69790720946162,1.1283500997135583
180,607,f_right_0.80,rl,1.0,e_n_0.100_n_100.100_0,65.11743608040322,0.0
181,607,f_right_1.80,rl,9.707159815253197,:n_100.200_1_0,10.271318933007358,1.1283807212153305
182,607,f_right_0.81,human,2.666365984293485,e_n_0.100_n_100.100_0,55.75393820896829,1.062839979312177
183,607,f_right_1.81,human,9.468926351834071,e_n_0.200_n_100.200_0,89.7468020304311,0.9944714592509384
184,607,f_up_0.57,rl,2.9652190025723955,e_n_100.0_n_100.100_0,54.33922486717809,0.0
185,607,f_right_0.82,human,3.6957120460655113,e_n_0.100_n_100.100_0,44.80018163939974,0.0
186,607,f_right_1.82,human,11.312682852080334,e_n_0.200_n_100.200_0,65.857049407964,0.0
187,607,f_up_0.58,human,8.997654193870398,e_n_100.0_n_100.100_0,30.913410283161866,1.3752958017870938
188,607,f_right_0.83,rl,6.0,e_n_0.100_n_100.100_0,18.6,1.9235564540281522
189,607,f_right_1.83,rl,6.0,e_n_0.200_n_100.200_0,18.6,1.9235564540281522
190,607,f_right_0.84,human,1.068382335471068,e_n_0.100_n_100.100_0,5.634191167735533,1.3283791746130051
191,607,f_right_1.84,human,0.9912677313290992,e_n_0.200_n_100.200_0,5.595633865664549,1.2965520151002938
192,608,f_up_0.51,rl,10.255943109759839,e_n_100.100_n_100.200_0,27.458304662208654,2.295429027218607
193,608,f_up_0.52,human,0.0,:n_100.100_0_0,1.0771259779821902,0.0
194,608,f_up_0.53,human,0.6812618974769096,e_n_100.0_n_100.100_0,93.24523080039651,0.0
195,608,f_right_1.76,human,12.045753048337547,e_n_100.200_n_200.200_0,96.99467305656405,0.9460600840979809
196,608,f_right_1.77,rl,11.421423702275682,e_n_100.200_n_200.200_0,70.22051624077325,1.3972969559341004
197,608,f_up_0.54,rl,1.5394680722794838,e_n_100.0_n_100.100_0,84.63425967125077,0.0
198,608,f_right_0.78,human,13.02427777885186,e_n_100.100_n_200.100_0,75.48433114734,2.7403708858817204
199,608,f_right_1.78,human,10.548407025383447,e_n_100.200_n_200.200_0,45.399241208365325,0.9380608493884306
200,608,f_up_0.55,human,2.0800585536794824,e_n_100.0_n_100.100_0,75.21809755387768,0.0
201,608,f_right_0.79,human,7.742121682109607,e_n_100.100_n_200.100_0,3.5064397585638645,2.9535954588481927
202,608,f_right_1.79,human,10.363346298294573,e_n_100.200_n_200.200_0,25.377520544289712,1.043749579882534
203,608,f_up_0.56,human,1.835730358537039,e_n_100.0_n_100.100_0,65.61577238873014,1.0818634985824669
204,608,f_right_0.80,rl,1.0,e_n_0.100_n_100.100_0,65.61743608040322,1.0759261755016472
205,608,f_right_1.80,rl,9.842109233851472,e_n_100.200_n_200.200_0,3.9923735499330952,1.2038554136496862
206,608,f_right_0.81,human,1.7943578386833754,e_n_0.100_n_100.100_0,56.651117128309984,0.0
207,608,f_right_1.81,human,9.642774220955854,e_n_0.200_n_100.200_0,94.56818914090903,1.2798947218030752
208,608,f_up_0.57,rl,2.687401145980043,e_n_100.0_n_100.100_0,55.68292544016811,0.0
209,608,f_right_0.82,human,3.278447376440309,e_n_0.100_n_100.100_0,46.439405327619895,0.0
210,608,f_right_1.82,human,11.055498061901263,e_n_0.200_n_100.200_0,71.38479843891463,0.0
211,608,f_up_0.58,human,8.691882026563128,e_n_100.0_n_100.100_0,35.25935129644343,0.0
212,608,f_right_0.83,rl,6.75,e_n_0.100_n_100.100_0,21.975,2.040043005016472
213,608,f_right_1.83,rl,6.75,e_n_0.200_n_100.200_0,21.975,2.040043005016472
214,608,f_right_0.84,human,2.1482137876316854,e_n_0.100_n_100.100_0,6.7082980615513765,1.5439097976281742
215,608,f_right_1.84,human,2.086580218360325,e_n_0.200_n_100.200_0,6.638923974844712,1.538791417592478
216,608,f_up_0.59,human,0.0,e_n_100.0_n_100.100_0,5.1,1.1283318358790055
217,609,f_up_0.51,rl,11.005943109759839,e_n_100.100_n_100.200_0,32.961276217088574,2.772950554193691
218,609,f_up_0.52,human,1.292761570765621,:n_100.100_0_0,1.7235067633650007,1.436374205360479
219,609,f_up_0.53,human,0.3054481031054994,e_n_100.0_n_100.100_0,93.39795485194927,0.0
220,609,f_right_1.77,rl,11.307465473185317,e_n_100.200_n_200.200_0,75.87424897736591,0.0
221,609,f_up_0.54,rl,1.063015769558514,e_n_100.0_n_100.100_0,85.16576755603003,0.0
222,609,f_right_0.78,human,13.02427777885186,e_n_100.100_n_200.100_0,81.99647003676593,0.9742601681867967
223,609,f_right_1.78,human,10.565264582660634,e_n_100.200_n_200.200_0,50.68187349969564,0.9555911392836559
224,609,f_up_0.55,human,1.8337548233615344,e_n_100.0_n_100.100_0,76.13497496555846,0.0
225,609,f_right_0.79,human,8.818914657479047,e_n_100.100_n_200.100_0,7.915897087303388,3.0268877103465295
226,609,f_right_1.79,human,10.502144269823166,e_n_100.200_n_200.200_0,30.628592679201297,1.2413690433569273
227,609,f_up_0.56,human,2.0395029356632524,e_n_100.0_n_100.100_0,66.63552385656176,1.1217368506646894
228,609,f_right_0.80,rl,0.0,e_n_0.100_n_100.100_0,65.61743608040322,0.0
229,609,f_right_1.80,rl,9.984761442745631,e_n_100.200_n_200.200_0,8.98475427130591,1.2269917297734838
230,609,f_right_0.81,human,1.4665175689946839,e_n_0.100_n_100.100_0,57.38437591280733,0.0
231,609,f_right_1.81,human,9.625289422085727,e_n_0.200_n_100.200_0,99.38083385195189,0.0
232,609,f_up_0.57,rl,2.3832719200333545,e_n_100.0_n_100.100_0,56.87456140018479,0.0
233,609,f_right_0.82,human,2.6529468548222708,e_n_0.100_n_100.100_0,47.76587875503103,0.0
234,609,f_right_1.82,human,11.026736932315734,e_n_0.200_n_100.200_0,76.8981669050725,0.0
235,609,f_up_0.58,human,7.877012554721377,e_n_100.0_n_100.100_0,39.197857573804114,0.0
236,609,f_right_0.83,rl,7.289854041660152,e_n_0.100_n_100.100_0,25.619927020830076,1.7829433001667752
237,609,f_right_1.83,rl,7.5,e_n_0.200_n_100.200_0,25.725,2.160325883498053
238,609,f_right_0.84,human,3.3117333032411436,e_n_0.100_n_100.100_0,8.364164713171949,1.844107032635673
239,609,f_right_1.84,human,3.285666367450442,e_n_0.200_n_100.200_0,8.281757158569933,1.8643717371228414
240,609,f_up_0.59,human,1.2267891022685478,e_n_100.0_n_100.100_0,5.713394551134273,1.4022441158284327
241,610,f_up_0.51,rl,11.755943109759839,e_n_100.100_n_100.200_0,38.839247771968495,2.9147760377917233
242,610,f_up_0.52,human,2.592761570765621,:n_100.100_0_0,3.0198875487478114,1.7617211560106858
243,610,f_up_0.53,human,0.622634863988723,e_n_100.0_n_100.100_0,93.70927228394363,1.1391660428091201
244,610,f_right_1.77,rl,12.057465473185317,e_n_100.200_n_200.200_0,81.90298171395857,2.972864025923315
245,610,f_up_0.54,rl,0.7834941316617422,e_n_100.0_n_100.100_0,85.5575146218609,0.0
246,610,f_right_0.78,human,13.02427777885186,e_n_100.100_n_200.100_0,88.50860892619185,0.9742601681867967
247,610,f_right_1.78,human,10.604526716723292,e_n_100.200_n_200.200_0,55.98413685805728,1.0095966965709273
248,610,f_up_0.55,human,1.5196945239743946,e_n_100.0_n_100.100_0,76.89482222754566,0.0
249,610,f_right_0.79,human,9.64323056228269,e_n_100.100_n_200.100_0,12.737512368444733,2.6855719878353264
250,610,f_right_1.79,human,10.571665916859603,e_n_100.200_n_200.200_0,35.9144256376311,1.0804785619905393
251,610,f_up_0.56,human,1.9678250040744067,e_n_100.0_n_100.100_0,67.61943635859896,0.0
252,610,f_right_0.80,rl,0.75,e_n_0.100_n_100.100_0,65.99243608040322,1.2144477669212337
253,610,f_right_1.80,rl,10.02807484600166,e_n_100.200_n_200.200_0,13.998791694306739,1.005648107866441
254,610,f_right_0.81,human,0.5922939016382932,e_n_0.100_n_100.100_0,57.68052286362648,0.0
255,610,f_right_1.81,human,9.687213333495166,:n_100.200_1_0,4.224440518699481,1.0390761411431708
256,610,f_up_0.57,rl,2.2039102533619492,e_n_100.0_n_100.100_0,57.976516526865765,0.0
257,610,f_right_0.82,human,2.159846767820802,e_n_0.100_n_100.100_0,48.84580213894143,0.0
258,610,f_right_1.82,human,10.966335233740352,e_n_0.200_n_100.200_0,82.38133452194268,0.0
259,610,f_up_0.58,human,6.702681363461754,e_n_100.0_n_100.100_0,42.54919825553499,0.0
260,610,f_right_0.83,rl,7.3395349029936305,e_n_0.100_n_100.100_0,29.289694472326893,0.9824245945190302
261,610,f_right_1.83,rl,8.25,e_n_0.200_n_100.200_0,29.85,2.284405089472896
262,610,f_right_0.84,human,4.496912981375881,e_n_0.100_n_100.100_0,10.61262120385989,2.1400761950775102
263,610,f_right_1.84,human,4.459941364321806,e_n_0.200_n_100.200_0,10.511727840730837,2.1203030124473483
