step,klcoef,entcoef,lr,rollout_time,horizon,speed,speed_rl,speed_rl_std,speed_human,inflow,outflow,inflow_hourly,outflow_hourly,collisions,collisions_human,fuel,backlog_step,n_total_veh_step,flow_horizontal,flow_vertical,global_reward_mean,reward_mean,value_mean,ret_mean,adv_mean,explained_variance,rollout_end_time,policy_loss,kl,entropy,value_loss,gd_time,total_time
31,0,0.01,0.0003,79.4219,2000,0.628232,0.602659,1.364,0.656049,230.281,195.25,829.013,702.9,14,5.5,1.58967e+06,11051.5,11120.5,700,700,-0.398233,0.0141818,2.22174,2.01252,-0.209257,0.210067,0.751186,0.00649852,0.0330237,1.38259,3.61469,286.109,
32,0,0.01,0.0003,76.2861,2000,0.735346,0.709413,1.44307,0.763381,260.312,225.094,937.125,810.337,15.8125,6.8125,1.54399e+06,11066.9,11134,700,700,-1.10141,0.00232313,2.35395,1.90874,-0.44526,0.179021,0.575302,0.00239508,0.0293906,1.42761,5.61439,283.197,
33,0,0.01,0.0003,70.2884,2000,0.918343,0.880658,1.62918,0.958879,302.375,263.594,1088.55,948.937,22.4688,8.5625,1.51089e+06,11087.3,11150,700,700,-8.38834,-0.188328,2.53669,-1.17545,-3.71217,0.122213,0.494036,0.00261397,0.0275166,1.41449,336.793,272.061,
34,0,0.01,0.0003,67.9533,2000,1.03641,0.991928,1.70657,1.08431,328.25,295.469,1181.7,1063.69,22.625,8.1875,1.54994e+06,11009,11070.5,700,700,-3.60581,-0.0516081,2.74613,1.26716,-1.47903,0.109785,0.308314,0.00352104,0.0224303,1.42512,254.08,288.814,
35,0,0.01,0.0003,65.613,2000,1.13444,1.09031,1.80883,1.18184,355.375,321.219,1279.35,1156.39,22.625,8.625,1.54352e+06,11001.1,11062,700,700,-4.60155,-0.0620605,2.86613,1.16177,-1.70444,0.125352,0.225086,0.0029164,0.0232921,1.38637,710.303,278.521,
36,0,0.01,0.0003,63.5584,2000,1.50538,1.44261,2.09359,1.57248,431.312,395.281,1552.72,1423.01,28.5,9.5,1.48493e+06,11026.1,11082.4,700,700,-15.8808,-0.232253,2.88284,-1.88686,-4.76971,0.0533138,0.869734,0.00515953,0.0237764,1.3675,750.812,297.331,
37,0,0.01,0.0003,79.5063,2000,0.90879,0.875902,1.47324,0.944045,307.219,272.469,1105.99,980.887,20.375,8.15625,1.52821e+06,11003.3,11067.1,700,700,-3.50185,0.127632,3.73245,4.96047,1.22796,0.215315,0.393141,0.00257112,0.0226941,1.34644,886.844,288.671,
38,0,0.01,0.0003,87.9022,2000,0.752347,0.722833,1.30642,0.783988,277.25,239,998.1,860.4,20.4062,8.3125,1.60953e+06,11062,11131.1,700,700,-5.39733,0.0537354,4.59786,4.49102,-0.106854,0.218069,0.332924,0.00204549,0.018781,1.34685,6.27382,284.56,
39,0,0.01,0.0003,94.7128,2000,0.618506,0.597001,1.14685,0.641684,246.969,206.781,889.087,744.413,16.5,7.46875,1.57048e+06,11094.6,11168.5,700,700,-1.4655,0.118987,5.31531,6.22786,0.912552,0.286394,1.34855,0.00139247,0.017374,1.30455,10.2726,267.499,
40,0,0.01,0.0003,96.6625,2000,0.481982,0.467433,1.0137,0.497516,205.938,167.062,741.375,601.425,12.6562,5.84375,1.67783e+06,11041.4,11120.2,700,700,-0.361359,0.108934,5.70439,6.42653,0.722133,0.43725,0.536918,9.10414e-05,0.0214178,1.32314,0.527145,263.304,
